"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","CPS Architecture and Layers","MING Stack Components and Protocols","Key Findings and Challenges"
"Cyber-Physical Production Systems for Industrial Shop-Floor Integration Based on AMQP","https://scispace.com/paper/cyber-physical-production-systems-for-industrial-shop-floor-2bdm2rzgi8","2019","Proceedings Article","International Conference on Information Systems","Erick S. Llamuca
Carlos A. Garcia
Jose E. Naranjo
Marcelo V. Garcia","10.1109/ICI2ST.2019.00014","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on AMQP‑based CPPS for a simulated shop‑floor, lacking MING components, renewable‑energy learning‑factory context, surveys, benchmarking, or open‑source releases.","Due to the recent development of the Internet of Things (IoT), and Cloud computing technologies, Cyber-Physical Systems (CPPS) are currently used as controllers during the manufacturing process. This new approach results in new insights that can enhance decision-making processes and provide a competitive business advantage. This study deals with the implementation of CPPS using low-cost devices in a simulated factory to control the industrial process and integrate shop-floor communications using the AMQP (Advanced Message Queuing Protocol) protocol. In an era in which most CPPS-related studies are conducted on high-level abstract models, this study describes more specific architectural frameworks in a real process.","","",""
"Integrating Machine Learning and IoT Technologies for Advancements in Solar Energy Systems","https://scispace.com/paper/integrating-machine-learning-and-iot-technologies-for-v56qgehzpk","2024","Journal Article","","N. V. Giridharan
M. Marimuthu
V. Gomathy
N. Saranya
Ashulekha Gupta
U Arun Kumar","10.1109/icaaic60222.2024.10575346","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ML‑driven solar IoT control; no MING stack, learning‑factory context, surveys, benchmarks, or open‑source artifacts.","This research focuses on the synergistic application of machine learning and Internet of Things technologies for the improvement of the performance of renewable energy systems based on the example of solar energy conversion. The research covers the aspects of a solar energy conversion system implementation, in which a set of solar panels, a multilevel inverter, and various sensors that monitor solar irradiance, temperature, and voltage parameters have been used. The sensors have an IoT feature of wireless data transfer to a central control unit. Machine learning algorithms, in particular, Artificial Neural Networks, Support Vector Machines, Decision Trees, and Random Forest, are used to analyze historical and real-time data to provide predictive maintenance, to forecast energy demand of the users, and to detect faults. The control framework of the system uses a Proportional-Integral-Derivative control loop to adjust the output voltage of the multilevel inverter through comparison with the required grid or load demand. The performance of the control shows significant improvements of the conversion efficiency of energy, the precision of voltage regulation, and the capacity for predictive maintenance. Particularly, it is defined that the accuracy of the prediction of the response to maintenance of the ANN algorithm is 96.7% that is the highest among the studied models. As a result, it is defined that renewable systems are dynamic, and adaptive control is essential for their effective functioning taking into consideration different environmental conditions. The results can be useful for the future design and operation of such systems, and it has the potential to create a sustainable and reliable energy supply by improving the efficiency of renewable energy systems.","","",""
"Industry 4.0 learning factory didactic design parameters for industrial engineering education in south africa","https://scispace.com/paper/industry-4-0-learning-factory-didactic-design-parameters-for-37kgx7ozdh","2017","Journal Article","South African Journal of Industrial Engineering","Samuel Mensah Sackey
Andre Bester
Dennit Adams","10.7166/28-1-1584","https://scispace.com/pdf/industry-4-0-learning-factory-didactic-design-parameters-for-37kgx7ozdh.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on didactic design for Industry 4.0 learning factories in South Africa; lacks MING stack, CPS, renewable‑energy, technical architecture, surveys, benchmarking, or implementation details.","To manage the impact of Industry 40 on industrial engineering (IE) education curriculum requirements, realistic teaching and learning infrastructure such as a learning factory are required This paper scans the literature to determine Industry 40’s principles and interactions with IE and a learning factory, surveys relevant universities by questionnaire to determine its current status and practices, and formulates didactic design parameters for an Industry 40 learning factory to support IE education in South Africa, making use of existing models of cyber-physical systems and learning factory morphology In other results, the technical universities are discovered to be more positively disposed, in general terms, to developing an Industry 40 learning factory than are the traditional programmes which, with one exception, prefer computational facilities Of ten universities that offer IE, only one — a traditional programme — has made significant progress towards creating an Industry 40 learning factory","","",""
"Internet of Things (IoT) in Buildings: A Learning Factory","https://scispace.com/paper/internet-of-things-iot-in-buildings-a-learning-factory-20o9zoc9f4","2023","Journal Article","Sustainability","E. Cano-Suñén
Ignacio Martínez
Ángel Fernández
Belén Zalba
Roberto Casas","10.3390/su151612219","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on IoT sensors in buildings, lacking MING stack, renewable‑energy context, surveys, detailed CPS architecture, benchmarking, or open‑source artifacts.","Advances towards smart ecosystems showcase Internet of Things (IoT) as a transversal strategy to improve energy efficiency in buildings, enhance their comfort and environmental conditions, and increase knowledge about building behavior, its relationships with users and the interconnections among themselves and the environmental and ecological context. EU estimates that 75% of the building stock is inefficient and more than 40 years old. Although many buildings have some type of system for regulating the indoor temperature, only a small subset provides integrated heating, ventilation, and air conditioning (HVAC) systems. Within that subset, only a small percentage includes smart sensors, and only a slight portion of that percentage integrates those sensors into IoT ecosystems. This work pursues two objectives. The first is to understand the built environment as a set of interconnected systems constituting a complex framework in which IoT ecosystems are key enabling technologies for improving energy efficiency and indoor air quality (IAQ) by filling the gap between theoretical simulations and real measurements. The second is to understand IoT ecosystems as cost-effective solutions for acquiring data through connected sensors, analyzing information in real time, and building knowledge to make data-driven decisions. The dataset is publicly available for third-party use to assist the scientific community in its research studies. This paper details the functional scheme of the IoT ecosystem following a three-level methodology for (1) identifying buildings (with regard to their use patterns, thermal variation, geographical orientation, etc.) to analyze their performance; (2) selecting representative spaces (according to their location, orientation, use, size, occupancy, etc.) to monitor their behavior; and (3) deploying and configuring an infrastructure with +200 geolocated wireless sensors in +100 representative spaces, collecting a dataset of +10,000 measurements every hour. The results obtained through real installations with IoT as a learning factory include several learned lessons about building complexity, energy consumption, costs, savings, IAQ and health improvement. A proof of concept of building performance prediction based on neural networks (applied to CO2 and temperature) is proposed. This first learning shows that IAQ measurements meet recommended levels around 90% of the time and that an IoT-managed HVAC system can achieve energy-consumption savings of between 10 and 15%. In summary, in a real context involving economic restrictions, complexity, high energy costs, social vulnerability, and climate change, IoT-based strategies, as proposed in this work, offer a modular and interoperable approach, moving towards smart communities (buildings, cities, regions, etc.) by improving energy efficiency and environmental quality (indoor and outdoor) at low cost, with quick implementation, and low impact on users. Great challenges remain for growth and interconnection in IoT use, especially challenges posed by climate change and sustainability. ","","",""
"Integrating Digital Twins and Cyber-Physical Systems for Flexible Energy Management in Manufacturing Facilities: A Conceptual Framework","https://scispace.com/paper/integrating-digital-twins-and-cyber-physical-systems-for-efnma5vcqrrm","2024","Journal Article","Electronics","Gerrit Rolofs
Fabian Wilking
Stefan Goetz
Sandro Wartzack","10.3390/electronics13244964","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Presents a conceptual digital‑twin energy‑management framework; does not involve the MING stack, lacks systematic survey, detailed technical diagrams, or benchmarking.","This paper presents a conceptual framework aimed at integrating Digital Twins and cyber-physical production systems into the energy management of manufacturing facilities. To address the challenges of rising energy costs and environmental impacts, this framework combines digital modeling and customized energy management for direct manufacturing operations. Through a review of the existing literature, essential components such as physical models, a data platform, an energy optimization platform, and various interfaces are identified. Key requirements are defined in terms of functionality, performance, reliability, safety, and additional factors. The proposed framework includes the physical system, data platform, energy management system, and interfaces for both operators and external parties. The goal of this framework is to set the basis for allowing manufacturers to reduce energy consumption and costs during the lifecycle of assets more effectively, thereby improving energy efficiency in smart manufacturing. The study highlights opportunities for further research, such as real-world applications and sophisticated optimization methods. The advancement of Digital Twin technologies holds significant potential for creating more sustainable factories. ","","",""
"Regression Networks for Meta-Learning Few-Shot Classification","https://scispace.com/paper/http://arxiv.org/abs/1905.13613v2","2019","Preprint","","Arnout Devos
Matthias Grossglauser","","https://arxiv.org/pdf/1905.13613v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on few‑shot classification via regression networks; lacks CPS, renewable‑energy, or MING‑stack content, making it irrelevant to all criteria.","We propose regression networks for the problem of few-shot classification, where a classifier must generalize to new classes not seen in the training set, given only a small number of examples of each class. In high dimensional embedding spaces the direction of data generally contains richer information than magnitude. Next to this, state-of-the-art few-shot metric methods that compare distances with aggregated class representations, have shown superior performance. Combining these two insights, we propose to meta-learn classification of embedded points by regressing the closest approximation in every class subspace while using the regression error as a distance metric. Similarly to recent approaches for few-shot learning, regression networks reflect a simple inductive bias that is beneficial in this limited-data regime and they achieve excellent results, especially when more aggregate class representations can be formed with multiple shots.","","",""
"A learning factory for industry 4.0 based on cyber-physical system technology","https://scispace.com/paper/a-learning-factory-for-industry-4-0-based-on-cyber-physical-0hiyjhcsk02d","2025","Journal Article","Annals of the Academy of Romanian Scientists Series on  Science and Technology of Information","Theodor Borangiu
Silviu Răileanu
Ionuţ Lenţoiu","10.56082/annalsarsciinfo.2025.1.48","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides CPS learning‑factory architecture, but lacks MING stack, renewable‑energy focus, surveys, benchmarking, metrics, or open‑source artifacts.","Industry 4.0 represents the new stage in the organization and control of the industrial value chain; its basis is represented by Cyber-Physical Systems (CPS) that use intensively automation, bridge the physical and digital world through Industrial IoT, are controlled with distributed intelligence by smart products driving the production steps in closed-loop data models and controls, and operate in business models integrated in the cloud universal manufacturing space. With reference to the manufacturing models of the 4th industrial revolution, the foundational technologies and standards integrated in the reference architectural model of Industry 4.0 (RAMI 4.0) from the perspective of produc-tion, digital, AI and cyber technologies are analysed. The paper describes a learning factory developed for Industry 4.0 based on an industrial manufacturing cell controlled by a CPS and a 42-week program with hands-on training and master course teaching. ","","",""
"Learning Factory for Digitization of Enterprises.","https://scispace.com/paper/learning-factory-for-digitization-of-enterprises-ra6tytmful","2020","","","Jens Mathis Rieckmann
Thomas Knothe","","https://scispace.com/pdf/learning-factory-for-digitization-of-enterprises-ra6tytmful.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on employee training and Industry 4.0 concepts; lacks MING‑stack, renewable‑energy CPS frameworks, technical diagrams, benchmarking, or implementation details.","","","",""
"Efficient Fault Detection in Renewable Energy Systems through IoT and Isolation Forest Algorithm","https://scispace.com/paper/efficient-fault-detection-in-renewable-energy-systems-1v0z2rddq6","2023","Proceedings Article","","Virendra Singh Thakur
Ramakrishnan Raman","10.1109/icses60034.2023.10465413","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on IoT fault detection with Isolation Forest; lacks MING‑stack architecture, surveys, benchmarks, or learning‑factory context, thus not relevant to any criterion.","As renewable energy sources are becoming more integrated into the power grid, ensuring system reliability is crucial. A unique defect detection method for renewable energy systems leveraging the Internet of Things (IoT) and the Isolation Forest algorithm is presented in this research. The integration of IoT devices provides real-time monitoring and data collection from solar panels, wind turbines, and energy storage units. The machine learning Isolation Forest method effectively finds data abnormalities and defects. The Isolation Forest algorithm can correctly detect problems and abnormalities in renewable energy systems, enabling early maintenance and repair. This proactive defect detection technology improves renewable energy’s reliability and efficiency, minimizing downtime and power grid stability. IoT technology and the Isolation Forest algorithm improve problem detection and system performance and creating a more sustainable and cost-effective energy-producing infrastructure. It shows that advanced data analytics and machine learning may make renewable energy systems more reliable and appealing as clean energy sources.","","",""
"Factors Influencing the Acceptance and Use of Internet of Things by Universities","https://scispace.com/paper/factors-influencing-the-acceptance-and-use-of-internet-of-2yhu0l87","2022","Journal Article","Information Resources Management Journal","Olusegun Ademolu Ajigini","10.4018/irmj.305244","https://scispace.com/pdf/factors-influencing-the-acceptance-and-use-of-internet-of-2yhu0l87.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper focuses on teaching/learning factories and IoT adoption in universities, lacking any MING‑stack CPS framework, renewable‑energy focus, surveys, technical designs, benchmarking, case studies, performance metrics, or open‑source releases.","Internet of Things (IoT) is a new concept bringing revolution to higher educational institutions through its usage by providing smart education and better learning outcomes. It has generated new interest and complexities for researchers as well as academicians in higher educational institutions. In this paper, factors influencing the acceptance and usage of IoT in higher educational institutions were developed. Additionally, a model for consenting and using IoT in higher educational institutions was developed. This study laid a foundation for a comprehensive model based on the UTAUT framework. Regression analysis was carried out to obtain the factors that predicts the acceptance and usage of IoT in higher educational institutions. All test results were reliable and valid. The study demonstrates how university administrators can use IoT technologies to improve educational operations and outcomes.","","",""
"Recent advances on industrial data-driven energy savings: Digital twins and infrastructures","https://scispace.com/paper/recent-advances-on-industrial-data-driven-energy-savings-2oe1nlcxah","2021","Journal Article","Renewable & Sustainable Energy Reviews","Sin Yong Teng
Michal Touš
Wei Dong Leong
Bing Shen How
Hon Loong Lam
Vítězslav Máša","10.1016/J.RSER.2020.110208","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on digital twins and data infrastructure for industrial energy savings; does not address MING‑stack CPS, learning‑factory specifics, technical diagrams, or benchmarking.","Data-driven models for industrial energy savings heavily rely on sensor data, experimentation data and knowledge-based data. This work reveals that too much research attention was invested in making data-driven models, as supposed to ensuring the quality of industrial data. Furthermore, the true challenge within the Industry 4.0 is with data communication and infrastructure problems, not so significantly on developing modelling techniques. Current methods and data infrastructures for industrial energy savings were comprehensively reviewed to showcase the potential for a more accurate and effective digital twin-based infrastructure for the industry. With a few more development in enabling technologies such as 5G developments, Internet of Things (IoT) standardization, Artificial Intelligence (AI) and blockchain 3.0 utilization, it is but a matter of time that the industry will transition towards the digital twin-based approach. Global government efforts and policies are already inclining towards leveraging better industrial energy efficiencies and energy savings. This provides a promising future for the development of a digital twin-based energy-saving system in the industry. Foreseeing some potential challenges, this paper also discusses the importance of symbiosis between researchers and industrialists to transition from traditional industry towards a digital twin-based energy-saving industry. The novelty of this work is the current context of industrial energy savings was extended towards cutting-edge technologies for Industry 4.0. Furthermore, this work proposes to standardize and modularize industrial data infrastructure for smart energy savings. This work also serves as a concise guideline for researchers and industrialists who are looking to implement advanced energy-saving systems.","","",""
"Internet of Learning Factories to Support the Teaching & Learning Experience on Distributed Production Systems and Blockchain Networks","https://scispace.com/paper/internet-of-learning-factories-to-support-the-teaching-55mpjnmgjk","2021","Journal Article","Social Science Research Network","Maximilian Rolinck
Rishi Kumar
Bastian Thiede
Felipe Cerdas
Kuldip Singh Sangwan
Christoph Herrmann","10.2139/SSRN.3868778","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on blockchain‑enabled learning factories for teaching; lacks MING stack, renewable‑energy CPS, surveys, detailed architectures, benchmarking, metrics, or open‑source releases.","Global supply chains can be regarded as increasingly complex networks of Distributed Production Systems. They often lack transparency and do not allow the tracing of products. To overcome these limitations and to achieve more efficient and sustainable value streams, the implementation of blockchain technology as a data management system is a promising approach. However, there is a wide gap between theory and practice. By interconnecting globally distributed learning factories, global supply chains can be simulated. In this regard, learning factories have the potential to contribute overcoming this gap by enabling learners to gain practical knowledge and to simulate production systems and processes on a small scale. This paper introduces the concept of the Internet of Learning Factories enabling practitioners to test application concepts in the context of distributed production, e.g. blockchain technologies. The concept is implemented in the Indo-German Center for Sustainable Manufacturing, a cooperation between Technische Universitat Braunschweig, Germany, and BITS Pilani, India, and improves the teaching and learning experience within a joint student seminar.","","",""
"Conceptualizing a framework for cyber-physical systems of systems development and deployment","https://scispace.com/paper/conceptualizing-a-framework-for-cyber-physical-systems-of-4xvqepaumw","2016","Proceedings Article","European Conference on Software Architecture","Jessica Díaz
Jennifer Pérez
Jorge Perez
Juan Garbajosa","10.1145/2993412.3004852","https://scispace.com/pdf/conceptualizing-a-framework-for-cyber-physical-systems-of-4xvqepaumw.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Offers a generic CPS framework; no MING stack, renewable‑energy learning‑factory focus, survey, benchmarking, or concrete implementation details.","Cyber-physical systems (CPS) refer to the next generation of embedded ICT systems that are interconnected, collaborative and that provide users and businesses with a wide range of smart applications and services. Software in CPS applications ranges from small systems to large systems, aka. Systems of Systems (SoS), such as smart grids and cities. CPSoS require managing massive amounts of data, being aware of their emerging behavior, and scaling out to progressively evolve and add new systems. Cloud computing supports processing and storing massive amounts of data, hosting and delivering services, and configuring self-provisioned resources. Therefore, cloud computing is the natural candidate to solve CPSoS needs. However, the diversity of platforms and the low-level cloud programming models make difficult to find a common solution for the development and deployment of CPSoS. This paper presents the architectural foundations of a cloud-centric framework for automating the development and deployment of CPSoS service applications to converge towards a common open service platform for CPSoS applications. This framework relies on the well-known qualities of the microservices architecture style, the autonomic computing paradigm, and the model-driven software development approach. Its implementation and validation is on-going at two European and national projects.","","",""
"Architecture Blueprint Enabling Distributed Digital Twins","https://scispace.com/paper/architecture-blueprint-enabling-distributed-digital-twins-2txnglhl1g","2021","Proceedings Article","Engineering of Computer-Based Systems","Frank Schnicke
Daniel Espen
Pablo Oliveira Antonino
Thomas Kuhn","10.1145/3459960.3459978","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Industry 4.0 digital‑twin blueprint, not on MING stack, renewable‑energy learning factories, surveys, benchmarking, or related metrics.","Mass production today is optimized for large lot sizes, and changes to industrial production lines are effort-intense, time-consuming, and costly. The fourth industrial revolution, Industry 4.0 (I4.0), aims at reducing the effort needed for changes in industrial production lines. The key benefits of next-generation manufacturing systems are less downtimes and the production of small lot sizes down to lot size 1. I4.0 does not introduce a silver bullet technology, but requires a transformation of the system architecture of production systems. In the literature, however, there systematic guidance for designing manufacturing systems that address central I4.0 use cases like plug'n’produce and end-to-end communication is still missing, as are details on the infrastructure needed to enable I4.0 technologies such as Digital Twins. To contribute to filling this gap, this paper presents (i) a Digital Twin architecture blueprint driven by central I4.0 use cases and (ii) a prototypical open-source implementation of the architecture using the concept of the Asset Administration Shell.","","",""
"SDHAR-HOME: A Sensor Dataset for Human Activity Recognition at Home","https://scispace.com/paper/sdhar-home-a-sensor-dataset-for-human-activity-recognition-1xjkcqms","2022","Journal Article","Sensors","Eduardo Zalama","10.3390/s22218109","https://scispace.com/pdf/sdhar-home-a-sensor-dataset-for-human-activity-recognition-1xjkcqms.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes a home‑based CPS using MQTT, InfluxDB, Grafana, but lacks Node‑RED, renewable‑energy learning‑factory focus, surveys, benchmarking, and open‑source releases.","Nowadays, one of the most important objectives in health research is the improvement of the living conditions and well-being of the elderly, especially those who live alone. These people may experience undesired or dangerous situations in their daily life at home due to physical, sensorial or cognitive limitations, such as forgetting their medication or wrong eating habits. This work focuses on the development of a database in a home, through non-intrusive technology, where several users are residing by combining: a set of non-intrusive sensors which captures events that occur in the house, a positioning system through triangulation using beacons and a system for monitoring the user’s state through activity wristbands. Two months of uninterrupted measurements were obtained on the daily habits of 2 people who live with a pet and receive sporadic visits, in which 18 different types of activities were labelled. In order to validate the data, a system for the real-time recognition of the activities carried out by these residents was developed using different current Deep Learning (DL) techniques based on neural networks, such as Recurrent Neural Networks (RNN), Long Short-Term Memory networks (LSTM) or Gated Recurrent Unit networks (GRU). A personalised prediction model was developed for each user, resulting in hit rates ranging from 88.29% to 90.91%. Finally, a data sharing algorithm has been developed to improve the generalisability of the model and to avoid overtraining the neural network. ","","",""
"IoT and MQTT based web monitoring of a solar living laboratory","https://scispace.com/paper/iot-and-mqtt-based-web-monitoring-of-a-solar-living-33a49o16","2022","Proceedings Article","","Ahmed Rachid
Abdelghani Djedjig","10.1109/ICoDT255437.2022.9787471","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes MQTT/Node‑RED IoT monitoring for a solar lab, but lacks full MING stack, systematic survey, benchmarking, and explicit learning‑factory context.","This paper describes the tools used for the web-monitoring of a solar energy living lab referred to as SOLLAB. A low-cost electronic control unit (ECU) developed internally is presented and its use as an IoT is discussed. Based on this affordable hardware, the open source MQTT protocol and Node-Red framework are performed to ensure data communication locally and further distant monitoring through internet. The overall hardware and software architecture and configuration are explained in the context of the SOLLAB.","","",""
"Test Platform for Developing Processes of Autonomous Identification in RFID Systems with Proximity-Range Read/Write Devices","https://scispace.com/paper/test-platform-for-developing-processes-of-autonomous-18kd04n8","2023","Journal Article","Electronics","Bartłomiej Wilczkiewicz
Piotr Jankowski-Mihułowicz
M. Węglarski","10.3390/electronics12030617","https://scispace.com/pdf/test-platform-for-developing-processes-of-autonomous-18kd04n8.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses MQTT and Node‑RED in a CPS testbed, supplies component diagrams, but omits InfluxDB/Grafana, renewable‑energy learning‑factory context, surveys, benchmarking, metrics, or open‑source releases.","The subject of a distributed RFID system with proximity-range read/write devices (RWD) is considered in this paper. Possible work scenarios were presented in the scope of industrial implementations and were then tested in a dedicated laboratory set. The development system is based on a high-frequency RWD integrated with a Wi-Fi microcontroller unit to create an Internet of things connected with a server (for data exchanging, user interface, etc.) via a wireless local area network. In practical applications, in order to increase the interrogation zone (IZ), there is a tendency to use one RWD with significant output power equipped with a multiplexer for managing several antennas located in the operational space. Such a solution is often economically unprofitable and even impossible to implement, especially in the case of the need to create the large IZ. Responding to market demand, the authors propose a distributed system developed on the basis of several cheap RFID reader modules and a few freely available hardware/software tools. They created the fully functional RFID platform and confirmed its usefulness in static and dynamic systems of object identification.","","",""
"AAAI Workshop on AI Planning for Cyber-Physical Systems -- CAIPI24","https://scispace.com/paper/http://arxiv.org/abs/2410.07245v1","2024","Preprint","","Oliver Niggemann
Gautam Biswas
Alexander Diedrich
Jonas Ehrhardt
René Heesch
Niklas Widulle","","https://arxiv.org/pdf/2410.07245v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on AI planning methods for CPS, lacking MING‑stack, renewable‑energy learning factories, architectural surveys, technical diagrams, benchmarking, or implementation details.","The workshop 'AI-based Planning for Cyber-Physical Systems', which took place on February 26, 2024, as part of the 38th Annual AAAI Conference on Artificial Intelligence in Vancouver, Canada, brought together researchers to discuss recent advances in AI planning methods for Cyber-Physical Systems (CPS). CPS pose a major challenge due to their complexity and data-intensive nature, which often exceeds the capabilities of traditional planning algorithms. The workshop highlighted new approaches such as neuro-symbolic architectures, large language models (LLMs), deep reinforcement learning and advances in symbolic planning. These techniques are promising when it comes to managing the complexity of CPS and have potential for real-world applications.","","",""
"Real-Time Energy Data Acquisition, Anomaly Detection, and Monitoring System: Implementation of a Secured, Robust, and Integrated Global IIoT Infrastructure with Edge and Cloud AI","https://scispace.com/paper/real-time-energy-data-acquisition-anomaly-detection-and-1npqtbax","2022","Journal Article","Sensors","Raihan Bin Mofidul
Md. Habibur Rahman
Yeong Min Jang","10.3390/s22228980","https://scispace.com/pdf/real-time-energy-data-acquisition-anomaly-detection-and-1npqtbax.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a global IIoT architecture with edge AI, but lacks MING stack, renewable‑energy learning‑factory focus, systematic surveys, benchmarking, and open‑source details.","The industrial internet of things (IIoT), a leading technology to digitize industrial sectors and applications, requires the integration of edge and cloud computing, cyber security, and artificial intelligence to enhance its efficiency, reliability, and sustainability. However, the collection of heterogeneous data from individual sensors as well as monitoring and managing large databases with sufficient security has become a concerning issue for the IIoT framework. The development of a smart and integrated IIoT infrastructure can be a possible solution that can efficiently handle the aforementioned issues. This paper proposes an AI-integrated, secured IIoT infrastructure incorporating heterogeneous data collection and storing capability, global inter-communication, and a real-time anomaly detection model. To this end, smart data acquisition devices are designed and developed through which energy data are transferred to the edge IIoT servers. Hash encoding credentials and transport layer security protocol are applied to the servers. Furthermore, these servers can exchange data through a secured message queuing telemetry transport protocol. Edge and cloud databases are exploited to handle big data. For detecting the anomalies of individual electrical appliances in real-time, an algorithm based on a group of isolation forest models is developed and implemented on edge and cloud servers as well. In addition, remote-accessible online dashboards are implemented, enabling users to monitor the system. Overall, this study covers hardware design; the development of open-source IIoT servers and databases; the implementation of an interconnected global networking system; the deployment of edge and cloud artificial intelligence; and the development of real-time monitoring dashboards. Necessary performance results are measured, and they demonstrate elaborately investigating the feasibility of the proposed IIoT framework at the end.","","",""
"Populating the Dimensions of Industry 4.0 for framework development","https://scispace.com/paper/populating-the-dimensions-of-industry-4-0-for-framework-7tsqtbwm","2022","Journal Article","International journal of latest engineering and management research","Prof Sandhya Kumar
Prof Shanti Krishnan
Dr. Shailesh Kumar","10.56581/ijlemr.7.11.26-32","https://scispace.com/pdf/populating-the-dimensions-of-industry-4-0-for-framework-7tsqtbwm.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on generic Industry 4.0 learning factories; lacks MING‑stack CPS, renewable‑energy focus, technical diagrams, or benchmarking.","","","",""
"Return Augmented Decision Transformer for Off-Dynamics Reinforcement Learning","https://scispace.com/paper/http://arxiv.org/abs/2410.23450v2","2024","Preprint","","Ruhan Wang
Yu Yang
Zhishuai Liu
Dongruo Zhou
Pan Xu","","https://arxiv.org/pdf/2410.23450v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on offline RL and Decision Transformers; contains no CPS, MING stack, or renewable‑energy learning‑factory content.","We study offline off-dynamics reinforcement learning (RL) to utilize data from an easily accessible source domain to enhance policy learning in a target domain with limited data. Our approach centers on return-conditioned supervised learning (RCSL), particularly focusing on Decision Transformer (DT) type frameworks, which can predict actions conditioned on desired return guidance and complete trajectory history. Previous works address the dynamics shift problem by augmenting the reward in the trajectory from the source domain to match the optimal trajectory in the target domain. However, this strategy can not be directly applicable in RCSL owing to (1) the unique form of the RCSL policy class, which explicitly depends on the return, and (2) the absence of a straightforward representation of the optimal trajectory distribution. We propose the Return Augmented (REAG) method for DT type frameworks, where we augment the return in the source domain by aligning its distribution with that in the target domain. We provide the theoretical analysis demonstrating that the RCSL policy learned from REAG achieves the same level of suboptimality as would be obtained without a dynamics shift. We introduce two practical implementations REAG$_\text{Dara}^{*}$ and REAG$_\text{MV}^{*}$ respectively. Thorough experiments on D4RL datasets and various DT-type baselines demonstrate that our methods consistently enhance the performance of DT type frameworks in off-dynamics RL.","","",""
"A review on Harnessing the Power of IoT in Renewable Energy","https://scispace.com/paper/a-review-on-harnessing-the-power-of-iot-in-renewable-energy-r8dejb2wouf9","2025","Journal Article","U.Porto journal of engineering","Kumar Singh Amit
Pradeep Kumar
Kumar Singh Amit
Pradeep Kumar","10.24840/2183-6493_0011-002_002589","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Reviews IoT in renewable energy but provides no MING‑stack CPS frameworks, surveys, technical details, benchmarking, case studies, metrics, or open‑source artifacts.","The increasing global demand for electricity, coupled with the depletion of fossil fuel reserves, necessitates the urgent adoption of renewable energy sources. The Internet of Things (IoT) emerges as a transformative technology that can significantly enhance the efficiency and management of renewable energy systems. This comprehensive review examines the applications of IoT across various renewable energy sectors including solar, wind, hydroelectric, biomass, geothermal, and tidal energy systems. The study analyzes how IoT-enabled sensors and devices facilitate real-time monitoring, predictive maintenance, and optimization of renewable energy infrastructure. Key findings reveal that IoT implementation substantially improves operational efficiency through enhanced data collection, remote monitoring capabilities, and intelligent control systems. The research identifies major applications including solar data logging, wind turbine optimization, hydroelectric power plant management, and biomass monitoring systems. However, several challenges persist, including security vulnerabilities, interoperability issues, scalability limitations, and high initial implementation costs. The study proposes cost-effective solutions such as edge computing platforms, LoRa technology for remote monitoring, and public-private partnerships to address financial barriers. Future perspectives indicate significant potential for IoT integration with artificial intelligence and machine learning technologies to create more intelligent and autonomous renewable energy systems. The findings suggest that widespread IoT adoption in renewable energy sectors will be crucial for meeting global sustainability goals and supporting the transition to a clean energy future. ","","",""
