"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Embedded networked monitoring and control for renewable energy storage systems","https://scispace.com/paper/embedded-networked-monitoring-and-control-for-renewable-duuynjl3nt","2014","Proceedings Article","","Grigore Stamatescu
Iulia Stamatescu
Nicoleta Arghira
Ioana Fagarasan
Sergiu Stelian Iliescu","10.1109/DAAS.2014.6842417","","Energy storage plays an important role in managing effectively the integration of distributed renewable energy generation within the electrical networks of the future. Pervasive monitoring and control of these systems makes growing use of information and communication technologies, which aim at secure and economic operation at various scales from microgrids to system-wide integration. Among these, low power wireless communication and computing embedded systems, in the main form of wireless sensor networks (WSN), have become a robust solution. Through hardware and software architectures, along with appropriate mechanisms e.g. for data collection and aggregation, wireless communication protocols and standards, they represent a valid solution in assuring continuous and reliable operation. The paper introduces a cyber-physical framework for renewable storage systems monitoring and control and discusses the application of wireless sensor networks to densely instrument such deployments. A hardware-in-the-loop type structure is designed which allows both testing various types of real storage systems, as well as more complex simulated models derived from large scale applications. We argue that the specific advantages brought forward by the advances in WSN technology can be put to efficient use for local distributed intelligence and control. Experimental data collected is analyzed in order to achieve an insight into the characteristics of the proposed solution.","It is argued that the specific advantages brought forward by the advances in WSN technology can be put to efficient use for local distributed intelligence and control in renewable storage systems monitoring and control."
"The Model of a Cyber-Physical System for Hybrid Renewable Energy Station Control","https://scispace.com/paper/the-model-of-a-cyber-physical-system-for-hybrid-renewable-5awitdfuns","2019","Book Chapter","International Conference on Cyber-Physical Systems","Dmitry G. Arseniev
Vyacheslav P. Shkodyrev
Kamil I. Yagafarov","10.1007/978-3-030-34983-7_37","","Cyber-Physical Systems (CPSs) are a modern engineering system class based on the synergy of software and hardware components. In CPSs, embedded computers and networks monitor and control physical processes using feedback loops where physical processes have impact on calculations and vice versa. The present paper is devoted to the CPSs development for the control of the energy production process.","The present paper is devoted to the CPSs development for the control of the energy production process."
"Data Acquisition Platform for The Energy Management of Smart Factories and Buildings","https://scispace.com/paper/data-acquisition-platform-for-the-energy-management-of-smart-ddsb5vfz","2023","Proceedings Article","International Conference on Ubiquitous Information Management and Communication","Shah M. Mahir
Graham Koch
J Herne
John J. Lee","10.1109/IMCOM56909.2023.10035546","","With the rise of energy consumption, especially in the manufacturing sector, energy management systems are being developed to increase the energy efficiency of smart buildings and factories. These energy management systems are able to derive energy consumption parameters and visualize environmental data collected from a data acquisition platform. Internet of Things (loT) technologies can be used to acquire this data, but will face challenges in industrial settings-lack of cyber secure communication, poor scalability, and minimal back-end functionality are to name a few. This paper presents a data acquisition platform for industrial energy management that combats these loT challenges. The implemented platform utilizes the Message Queuing Telemetry Transport (MQTT) protocol to establish fast and simple communication between constrained loT devices. A home automation platform called open Home Automation Bus (openHAB) is utilized as an integration platform due to its balance between functionality and user experience. However, since openHAB does not offer end-to-end payload encryption for MQTT, a method of secure communication to and from openHAB is developed using AES-128 and XChaCha20 algorithms. To improve loT scalability, a method of dynamic sensor configuration is also developed, which mitigates open-HAB configuration time. Finally, though many databases are supported, Influx Database (InfluxDB) is integrated alongside openHAB to collect and analyze sensor data. The study concludes that the implemented system provides a data acquisition platform with sensor data storage and secure communication for easy integration and use in buildings or smart factories.","In this paper , a data acquisition platform for industrial energy management that combats the Internet of Things (loT) challenges is presented. But, since the platform does not offer end-to-end payload encryption for MQTT, a method of secure communication to and from openHAB is developed using AES-128 and XChaCha20 algorithms."
"Data Acquisition Platform for The Energy Management of Smart Factories and Buildings","https://scispace.com/paper/data-acquisition-platform-for-the-energy-management-of-smart-16hcdshk","2023","Proceedings Article","2023 17th International Conference on Ubiquitous Information Management and Communication (IMCOM)","","10.1109/imcom56909.2023.10035546","","With the rise of energy consumption, especially in the manufacturing sector, energy management systems are being developed to increase the energy efficiency of smart buildings and factories. These energy management systems are able to derive energy consumption parameters and visualize environmental data collected from a data acquisition platform. Internet of Things (loT) technologies can be used to acquire this data, but will face challenges in industrial settings-lack of cyber secure communication, poor scalability, and minimal back-end functionality are to name a few. This paper presents a data acquisition platform for industrial energy management that combats these loT challenges. The implemented platform utilizes the Message Queuing Telemetry Transport (MQTT) protocol to establish fast and simple communication between constrained loT devices. A home automation platform called open Home Automation Bus (openHAB) is utilized as an integration platform due to its balance between functionality and user experience. However, since openHAB does not offer end-to-end payload encryption for MQTT, a method of secure communication to and from openHAB is developed using AES-128 and XChaCha20 algorithms. To improve loT scalability, a method of dynamic sensor configuration is also developed, which mitigates open-HAB configuration time. Finally, though many databases are supported, Influx Database (InfluxDB) is integrated alongside openHAB to collect and analyze sensor data. The study concludes that the implemented system provides a data acquisition platform with sensor data storage and secure communication for easy integration and use in buildings or smart factories. ","In this paper , a data acquisition platform for industrial energy management that combats the Internet of Things (loT) challenges is presented. But, since the platform does not offer end-to-end payload encryption for MQTT, a method of secure communication to and from openHAB is developed using AES-128 and XChaCha20 algorithms."
"Design and Implementation of IoT‐Based Advanced Energy Management System for Smart Factory","https://scispace.com/paper/design-and-implementation-of-iot-based-advanced-energy-7na3osfsgliu","2024","Journal Article","","S. Jayanthi
Nitin Kumar
N. Zafar Ali Khan
S. Sreenatha Reddy
R. Santhosh
Pachipala Yellamma","10.1002/9781394173006.ch16","","The Internet of Things (IoT) has enabled digital gadgets to speak with one another with the Internet. Present-day industrial conditions, growing electricity prices, growing environmental awareness, and shifts in customer behaviour are encouraging sustainable production organisations. Industry 5.0 focuses on revolutionising the manufacturing process by reconciling robots and intelligent machines with people. It makes use of cutting-edge technology like big data analytics, cloud computing, 5G technology, and the IoT to empower robots to assist humans in working more quickly and effectively. As a result, supply chains can be improved as well as the efficiency, accuracy, dependability, and adaptability of industrial processes. In this regard, IoT-based optimised sensors and noncentralised supervision structures may be appropriate for the development of control structures that enable reducing the overall electrical energy use of these devices whilst maintaining their efficiency whilst considering into account the operational circumstances and aspects that influence these structures. This research work is focused on presenting an IoT-based framework for a smart energy management system to communicate and respond to shortages and supplies for environmentally friendly power as well as to utilise electricity productively to overcome related difficulties. Both the breakthroughs and the obstacles faced by IoT-based modern industrial systems, which propose possible measures for overcoming the issues in industry automation, are also expounded in this research paper. ","This research presents an IoT-based framework for a smart energy management system in Industry 4.0, optimizing energy use, improving efficiency, and addressing environmental concerns through real-time monitoring and control of industrial processes."
"IoT-Based Digital Twin for Energy Cyber-Physical Systems: Design and Implementation","https://scispace.com/paper/iot-based-digital-twin-for-energy-cyber-physical-systems-n4d7sdjnnn","2020","Journal Article","Energies","Ahmed A. Saad
Samy Faddel
Osama A. Mohammed","10.3390/EN13184762","","With the emergence of distributed energy resources (DERs), with their associated communication and control complexities, there is a need for an efficient platform that can digest all the incoming data and ensure the reliable operation of the power system. The digital twin (DT) is a new concept that can unleash tremendous opportunities and can be used at the different control and security levels of power systems. This paper provides a methodology for the modelling of the implementation of energy cyber-physical systems (ECPSs) that can be used for multiple applications. Two DT types are introduced to cover the high-bandwidth and the low-bandwidth applications that need centric oversight decision making. The concept of the digital twin is validated and tested using Amazon Web Services (AWS) as a cloud host that can incorporate physical and data models as well as being able to receive live measurements from the different actual power and control entities. The experimental results demonstrate the feasibility of the real-time implementation of the DT for the ECPS based on internet of things (IoT) and cloud computing technologies. The normalized mean-square error for the low-bandwidth DT case was 3.7%. In the case of a high-bandwidth DT, the proposed method showed superior performance in reconstructing the voltage estimates, with 98.2% accuracy from only the controllers’ states.","A methodology for the modelling of the implementation of energy cyber-physical systems (ECPSs) that can be used for multiple applications and the proposed method showed superior performance in reconstructing the voltage estimates, with 98.2% accuracy from only the controllers’ states."
"A new approach to increasing energy efficiency by utilizing cyber-physical energy systems","https://scispace.com/paper/a-new-approach-to-increasing-energy-efficiency-by-utilizing-1y9hmaazvq","2013","Proceedings Article","Workshop on Intelligent Solutions in Embedded Systems","Martin Bornschlegl
Michael Drechsel
Sven Kreitlein
Markus Bregulla
Jörg Franke","","","Cyber-Physical Systems and Industry 4.0 topics are in the focus of research. Especially energy management systems can be improved with new opportunities due to interconnected systems. Cyber-Physical Energy Systems (CPES) will help to handle the use of volatile renewable energies and to realize intelligent shut down strategies. This paper gives an overview about current CPES research topics and shows an approach, which helps to reduce the energy consumption. The main aspects are avoidance of peak loads and reduction of base load from the perspective of a car manufacturer.","An approach is shown, which helps to reduce the energy consumption and the main aspects are avoidance of peak loads and reduction of base load from the perspective of a car manufacturer."
"A Road Map Towards Industrial Transformation Using the Cyber-Physical System","https://scispace.com/paper/a-road-map-towards-industrial-transformation-using-the-cyber-1zjc1l4a","2022","Book Chapter","","","10.1201/9781003202752-12","","An outstanding foundation has been provided by the cyber-physical systems (CPSs) by integrating the Internet of Things (IoT) for building advanced industrial systems. A plentiful volume of data has been provided by the IoT technology from different industrial applications. Physical resources along with cyber computing ability are connected by CPS and smart analytics and applied for enabling fast decision making along with unnoticeable problem transparency. By integrating IoT and Web of Things (WoT), many innovative and advanced functionalities are introduced in the field of cyber-physical systems. Thus, the CPS helps in building industrial systems and advanced applications. Also, a connection is enabled between the physical reality and the communication framework. Many applications based on the CPS have been developed in the industries. This chapter talks about the framework of the CPS and its compatibility with Industry 4.0. The key features of CPS and IoT are also explained. Then we discuss some applications based on the CPS in the industries. Lastly, some technical challenges faced by the CPS and the research trends are explained in detail. ","In this article , the authors discuss some applications based on the CPS in the industries and discuss some technical challenges faced by the CPS and the research trends are explained in detail, and the key features of CPS and IoT are also explained."
"Designing an Edge Layer for Smart Management of Large-Scale and Distributed Solar Farms","https://scispace.com/paper/designing-an-edge-layer-for-smart-management-of-large-scale-4inpbe3ja9","2020","Book Chapter","","Salsabeel Shapsough
Imran A. Zualkernan","10.1007/978-981-15-1465-4_64","","Solar energy is one of the most promising renewable energy sources to replace fossil fuels. However, the energy source faces challenges due its dependence on environmental elements such as shading, soiling, and temperature. Solar facilities can greatly benefit from smart monitoring technologies made available by Internet of Things. Low-cost sensing and lightweight communication make it possible to remotely analyze the performance of a solar facility, automate diagnosis and prognosis, and optimize their operation and management processes. However, in order to make the best out of a smart solar monitoring system, the system must be designed to cater for the requirements of the given applications. This paper presents the design of a remote monitoring system based on IoT technologies and designed to enable monitoring and control of large-scale and distributed facilities. The work presented here focuses on the edge layer of smart systems as the costliest and most vulnerable segment of an IoT system. The data generated and resource consumed by various types of edge hardware are explored. An edge-to-core network architecture is also explored in terms of scalability and timeliness. This work aims to evaluate the feasibility of deploying such type of architecture in existing large-scale and distributed facilities.","The design of a remote monitoring system based on IoT technologies and designed to enable monitoring and control of large-scale and distributed facilities is presented and an edge-to-core network architecture is explored in terms of scalability and timeliness."
"Industrial IoT Devices and Cyber-Physical Production Systems: Review and Use Case","https://scispace.com/paper/industrial-iot-devices-and-cyber-physical-production-systems-23ebt5pvxh","2018","Book Chapter","","Eva Masero Rubio
Rogerio Dionisio
Pedro M. B. Torres","10.1007/978-3-319-91334-6_40","https://scispace.com/pdf/industrial-iot-devices-and-cyber-physical-production-systems-23ebt5pvxh.pdf","The present paper describes the state of the art related to IIoT Devices and Cyber-Physical systems and presents a use case related to predictive maintenance. Industry 4.0 is the boost for smart manufacturing and demands flexibility and adaptability of all devices/machines in the shop floor. The machines must become smart and interact with other machines inside and outside the industries/factories. The predictive maintenance is a key topic in this industrial revolution. The reason is based on the idea that smart machines must be capable to automatically identify and predict possible faults and actuate before they occur. Vibrations can be problematic in electrical motors. For this reason, we address an experimental study associated with an automatic classification procedure, that runs in the smart devices to detect anomalies. The results corroborate the applicability and usefulness of this machine learning algorithm to predict vibration faults.","The present paper addresses an experimental study associated with an automatic classification procedure, that runs in the smart devices to detect anomalies, that corroborate the applicability and usefulness of this machine learning algorithm to predict vibration faults."
"A Review of Energy Aware Cyber-Physical Systems","https://scispace.com/paper/a-review-of-energy-aware-cyber-physical-systems-2qypxhjj","2023","Journal Article","Cyber-physical systems","Houssam Kanso
Adel Noureddine
Ernesto Exposito","10.1080/23335777.2022.2163298","","In recent years, the number of connected devices and systems has increased exponentially, along with their daily use. Cyber-Physical Systems (CPS) are complex multi-layered feedback systems that combine computing resources and interaction with the physical environment using sensors and actuators. Energy is considered one of the major concerns driven by the increasing number of connected systems. In this paper, we review current research approaches in energy-aware CPS. We propose a novel architectural methodology to analyse and compare state-of-the-art approaches, on their architectural design and energy-related factors. We finally draw recommendations from our review on how to build energy-aware CPS solutions. ","In this article , the authors present a review of energy-aware Cyber-Physical Systems (CPSs) and propose a novel architectural methodology to analyze and compare state-of-the-art approaches, on their architectural design and energy-related factors."
"Application of Internet of Thing and Cyber Physical System in Industry 4.0 Smart Manufacturing","https://scispace.com/paper/application-of-internet-of-thing-and-cyber-physical-system-zjr4u7h4p6","2021","Book Chapter","","Oluwakemi Christiana Abikoye
Amos Orenyi Bajeh
Joseph Bamidele Awotunde
Ahmed Oloduowo Ameen
Hammed A. Mojeed
Muyideen Abdulraheem
Idowu Dauda Oladipo
Shakirat Aderonke Salihu","10.1007/978-3-030-66222-6_14","","The advent of Industry 4.0 has moved the manufacturing industry to recent models of Internet of Things (IoT), cyber physical systems (CPS), cloud manufacturing, fog computing, big data analytics, among others. Data has become more ubiquitous with the increase in the development of mobile and wireless networking technologies. Also, due to high expectations for productivity improvement, efficiency, and enabling innovative service through collaborative means, IoT is attracting much attention. CPS is the integration of computational objects in fitting together with the corporal biosphere and its procedures. CPSs are complicated manufacturing systems with the goal to combine and harmonize mechanism biosphere and industrial capability to the cyber computational space. Nevertheless, having thorough interconnectivity and a computational platform is essential for a practicable application of CPSs and smart factories. Smart manufacturing, also known as Industry 4.0 or Industry Internet of Things (IIoT), is increasingly becoming the common goal of various industrial and national strategies. For a better implementation of smart manufacturing, smart interconnection is one of the most significant issues. Current technologies, however, are not yet completely equipped for smart interconnection while working with heterogeneous hardware, fast setup, and delivery, as well as online service generation. In this chapter, the effects of IoT technology and CPS in the advancement and awareness of real-life smart manufacturing is addressed. An integrated IoT and CPS framework is recommended as a specification for researchers and industries toward the full realization of the potentials of IoT with CPS in the development of Industry 4.0 smart manufacturing technologies.","In this paper, the effects of IoT technology and CPS in the advancement and awareness of real-life smart manufacturing is addressed, and an integrated IoT and CPS framework is recommended as a specification for researchers and industries toward the full realization of the potentials of IoT with CPS in development of Industry 4.0 smart manufacturing technologies."
"Implementing and Enhancing Monitoring System on the Edge of a Smart Factory: A Case Study with FESTO’s Cyber-physical System","https://scispace.com/paper/implementing-and-enhancing-monitoring-system-on-the-edge-of-b46e8czvag","2023","Proceedings Article","","Omid Teimoori
Muhammad Ateeq
Aris Alexoulis-Chrysovergis","10.1109/dese60595.2023.10469253","","This research focuses on the integration of Industry 4.0 principles through the examination of FESTO’s Cyber-Physical System (CPS). Through the extraction and analysis of data from the CPS, previously unquantified variables were computed, thereby improving monitoring capabilities and establishing opportunities for further research avenues. The study focuses on automatically tracking parameters e.g., Resource ID Numbers and Part Numbers, coupled with proximity sensor data, enabling real-time pallet position tracking. The effectiveness of the methodology in monitoring the CPS is validated by the results obtained. This study underscores the current and prospective applications of the CPS in optimizing manufacturing processes within the framework of Industry 4.0.","The implementation and enhancement of a monitoring system on the edge of a smart factory using FESTO’s Cyber-Physical System (CPS) improves monitoring capabilities and enables real-time pallet position tracking."
"Seamless Data Integration in a CPPS with Highly Heterogeneous Facilities - Architectures and Use Cases Executed in a Learning Factory","https://scispace.com/paper/seamless-data-integration-in-a-cpps-with-highly-2pr7cbsmrk","2019","Book Chapter","International Conference on Cyber-Physical Systems","Rudolf Pichler
Lukas Gerhold
Michael Pichler","10.1007/978-3-030-34983-7_1","","Facing the principal challenges of a Cyberphysical System (CPS) in a manufacturing environment by establishing an appropriate universal and scalable architecture the paper shows two explicit use cases of successfully established communication lines (horizontal and vertical) that integrate facilities derived from highly different domains, this all done at the Learning Factory at Graz University of Technology. In present time effective Cyberphysical Production Systems (CPPSs) live on the pervasive and seamless data integration of its data generators and receivers mainly facilitated by the Linkage Part of a CPPS. The connectivity, its semantic interoperability and the scalability need well-designed concepts and architectures because of the existence of too many standards and protocols. The challenge increases significantly if the network should be set up with facilities from many different suppliers and their proprietary standards. At the Learning Factory of Graz University of Technology the integration of most heterogeneous products at the office floor and at the shop floor is a major part of its research. The paper presents two solutions in form of “Use Cases,” representing an innovative concept for both the vertical and the horizontal integration. Usage of an Enterprise Service Bus at the office floor and the installation of the “KEPServerEX”- middleware at the shop floor are selected core approaches for creating a representative CPPS.","Facing the principal challenges of a Cyberphysical System (CPS) in a manufacturing environment by establishing an appropriate universal and scalable architecture the paper shows two explicit use cases of successfully established communication lines (horizontal and vertical) that integrate facilities derived from highly different domains, all done at the Learning Factory at Graz University of Technology."
"Optimizing Renewable Energy Using Scalable Solutions: IoT Integration in Renewable Energy Laboratories","https://scispace.com/paper/optimizing-renewable-energy-using-scalable-solutions-iot-6skqcqmkg9xl","2024","Journal Article","","Seyed Saeed Mirsafian
Christoph Hericks
Leon Otis Speith
Markus Thoben
Martin Kiel
Yves Rosefort
Tosten Füg
Vinod Rajamani
Sönke Gößling
Shamsundar Subbarao","10.1109/csitss64042.2024.10816787","","This article presents one of the work results from the Cloud Energy Lab (CBEN) research project. The study explores how integrating Internet of Things (IoT) technology into laboratory devices enhances research efficiency, reduces equipment costs, and accelerates experimental processes without additional expenses. The project supports the development of scalable energy systems like electrical grids by enabling cloud-based data exchange between electrical resources, such as fuel cells and E-Drive test benches. It describes the project's IoT structure, showcasing test benches in different labs: a high-voltage battery simulator, an E-Drive test bench in the Electric Drives Lab, and a fuel cell test bench in the Vehicle Drives Lab. Data exchange between these test benches is facilitated by IoT technology, specifically OPC UA and MQTT, for cloud and inter-bench communication. Each test bench has defined interfaces, with equipment modeled as distinct components in MATLAB/Simulink software. This setup connects OPC UA server hardware via test benches or HTTP interfaces to the cloud for parameter setting and data capture, integrating models to form an automotive system for investigating electric and fuel-cell vehicles. Finally, the efficiency of various power scales between E-Drive and fuel cell test benches is evaluated. Key results show improved fuel cell design area, optimized energy flow, and significant cost savings through reduced equipment needs enabled by IoT and cloud technologies. These advancements contribute to the scalability of microgrids and simplify renewable energy integration without requiring co-located labs or large-scale power devices.","This study integrates IoT technology into renewable energy laboratories, enhancing research efficiency, reducing costs, and accelerating experimental processes through cloud-based data exchange, enabling scalable energy systems and microgrid development with significant cost savings."
"Cyber-physical system based factory monitoring and fault diagnosis framework with plant-wide performance optimization","https://scispace.com/paper/cyber-physical-system-based-factory-monitoring-and-fault-42mcl8ehih","2018","Proceedings Article","International Conference on Pervasive Services","Yuchen Jiang
Kuan Li
Shen Yin","10.1109/ICPHYS.2018.8387666","","The next generation of industrial revolution aims to achieve flexible and intelligent operation and manufacturing oriented to the customers. In recent years, it has been a core subject to study the large-scale integrated design and implementation of plant equipment based on cyber-physical systems (CPS). However, the expansion of system scales and the exponentially increased complexity also introduce potential safety hazards. Traditional process monitoring and fault diagnosis strategies are no longer suitable for plant-wide management and supervisory tasks. This paper elaborates the role of CPS in the industrial context based on the analysis of the historical development factor and the current condition and trend. A novel framework is proposed for large-scale system online monitoring and diagnosis oriented to plant-wide performance optimization.","The role of CPS in the industrial context is elaborated based on the analysis of the historical development factor and the current condition and trend and a novel framework is proposed for large-scale system online monitoring and diagnosis oriented to plant-wide performance optimization."
"Machine Monitoring Based on Cyberphysical Systems for Industry 4.0","https://scispace.com/paper/machine-monitoring-based-on-cyberphysical-systems-for-1w0sr8isvf","2020","Book Chapter","","Toapanta Alex
Zea Danny
Tasiguano Cristian
Vera María
Paspuel Carlos","10.1007/978-3-030-60467-7_10","","This article presents the design, and implementation of an architecture based on cyber-physical systems (CPS), which are mechanisms controlled and/or monitored by computational algorithms and closely integrated with the internet, to supervise variables acquired from a machine with computer numerical control (CNC) and a manipulator robot. This architecture uses low-cost components and is fully implemented on a Raspberry Pi 2 Model B computer. Furthermore, the architecture uses a topology of multiple client-server programmed on Python language for an appropriate global visualization of the variables acquired from the connected machines. A user interface (HMI) was also developed for the real-time visualization of the key machine indicators selected according to the user criteria. Moreover, the architecture was tested in an industrial part machining process and the stability of the data acquisition system was validated based on the machine condition information. Therefore, the architecture has sufficient robustness and capability to be used in other manufacturing environments. Finally, the presented system also becomes a useful tool in the decision-making process since it uses continuously updated information, statistics and trend history of each machine that composes the CPS.","In this article, the authors present an architecture based on cyber-physical systems (CPS), which are mechanisms controlled and/or monitored by computational algorithms and closely integrated with the internet, to supervise variables acquired from a machine with computer numerical control (CNC) and a manipulator robot."
"A Cyber-Physical Photovoltaic Array Monitoring and Control System","https://scispace.com/paper/a-cyber-physical-photovoltaic-array-monitoring-and-control-7tnvddbvbk","2017","Journal Article","","Gowtham Muniraju
Sunil Rao
Sameeksha Katoch
Andreas Spanias
Cihan Tepedelenlioglu
Pavan Turaga
Mahesh K. Banavar
Devarajan Srinivasan","10.4018/IJMSTR.2017070103","","A cyber physical system approach for a utility-scale photovoltaic PV array monitoring and control is presented in this article. This system consists of sensors that capture voltage, current, temper...","Preliminary results demonstrate improved efficiency and robustness in cyber-cyber-physical approach, and improved efficiency in energy-efficient systems."
"Optimization of energy efficiency in smart manufacturing through the application of cyber-physical systems and industry 4.0 technologies","https://scispace.com/paper/optimization-of-energy-efficiency-in-smart-manufacturing-2chtb0r1","2022","Journal Article","Journal of Energy Resources Technology-transactions of The Asme","Fernando Matsunaga
Vitor A Zytkowski
Pablo Deivid Valle
Fernando Deschamps","10.1115/1.4053868","https://scispace.com/pdf/optimization-of-energy-efficiency-in-smart-manufacturing-2chtb0r1.pdf","
 Sustainability is a topic that has been addressed and enhanced with significant improve opportunities by the fourth industrial revolution, which is an essential strategy in the medium- and long-term for industries to adapt to an urgent necessity from society: for competitive and sustainable manufacturing of goods. In that regard, energy efficiency is one of the key aspects for industries that want to achieve a sustainable and carbon neutral production process. This paper approaches how the application of technologies and methodologies can substantially improve processes overall efficiency in terms of energy consumption. The paper is divided in a three-step research, starting with: a systematic review to identify how smart manufacturing and cyber-physical systems are leveraging results in manufacturing energy efficiency; followed by experiments to make real time monitoring and simulation of industrial energy consumption to optimize processes and reduce energy waste and as a third and final step results are discussed showing gains in production planning and potential saving opportunities in manufacturing energy consumption and costs.","In this article , the application of technologies and methodologies can substantially improve processes overall efficiency in terms of energy consumption, which is one of the key aspects for industries that want to achieve a sustainable and carbon neutral production process."
"Automated Decision Support Framework for IoT: Towards a Cyber Physical Recommendation System","https://scispace.com/paper/automated-decision-support-framework-for-iot-towards-a-cyber-299bz20i","2023","Proceedings Article","International Conference on Enterprise Information Systems","Moncef Garouani
Mourad Bouneffa
Adeel Ahmad
Yasser Mohanna","10.5220/0011848900003467","",": Among the key factors of Industry 4.0 are the intensive use of Cyber Physical Systems(CPSs). These systems can be implemented at many application levels for various application domains. Each application requires a personalized CPS architecture concerning the Physical sensors as well as the management of Cyber systems. Furthermore, it requires also the maintenance of the communications among these different sub-systems. However, researchers and engineers may lack the essential knowledge to design and build an autonomous CPS. In this paper, we propose the concept of a novel Cyber Physical Recommendation System(CPRS) in order to address this open challenge. The proposed approach is subjected to assist the competencies of researchers and engineers to design and build more efficient CPS according to the given objective, domain, and input application scenarios. In this regard, CPRS recommend the components of the desired CPS, based on a novel architecture model of the components, connections, and tasks of the CPSs. The proposed system is eventually intended to aide the progress in leading factories towards the maturity of fourth industrial revolution.","The proposed CPRS recommend the components of the desired CPS, based on a novel architecture model of the components, connections, and tasks of the CPSs, to aide the progress in leading factories towards the maturity of fourth industrial revolution."
"Exploring iot-enabled ai solutions: a detailed survey for smart manufacturing and cps","https://scispace.com/paper/exploring-iot-enabled-ai-solutions-a-detailed-survey-for-k2ehxil5stvc","2025","Repository","","","10.5281/zenodo.17323237","","&lt;p&gt;The Internet of Things (IoT) and artificial intelligence (AI) have revolutionized cyber-physical systems (CPS) and smart manufacturing by creating new avenues for connectivity, automation, and intelligence. Real-time data collection is made possible by IoT, while advanced analytics, predictive modelling, and adaptive decision-making are offered by AI. Their convergence supports. Reducing downtime and operating expenses in smart manufacturing through quality assurance, dynamic scheduling, process optimization, and predictive maintenance. In CPS, IoT-AI cooperation enhances real-time monitoring, autonomous coordination, decision support, and human-machine interaction, thereby facilitating more flexible and intelligent operations. The most recent developments in frameworks, applications, and architectures show their growing impact on industrial digital transformation, especially in relation to Industry 4.0. This survey summarizes the state of the art, finds well-known solutions, and illustrates how the IoT-AI interactions can create scalable, sustainable, and adaptive ecosystems. Through its synthesis of key technological knowledge, the research highlights the promise of utilizing the IoT and AI as a source of future industrial development and smart environments.&lt;/p&gt; ",""
"Learning factory FleXtory: Interactive loops between real and virtual factory through digital twin","https://scispace.com/paper/learning-factory-flextory-interactive-loops-between-real-and-326hx5dt","2022","Journal Article","Advances in Control and Optimization of Dynamical Systems","Ivana Rasovska
Ioana Deniaud
François Marmier
John Michalak","10.1016/j.ifacol.2022.09.682","","The digitalization increase in industrial processes is perceived as an opportunity to grow up the competitiveness of companies. Data is more and more accessible, potentially allowing making better decisions at all levels of the company. Job profiles are then changing and requiring new skills, more focused on new technologies and information systems. The most effective way to acquire necessary skills is a “learning by doing” way in industrial projects and processes. The learning factory FleXtory was designed and produced in this objective and at the crossroad of the academic and the industrial environment. It allows running combinations of theoretical and applied tools in the context of industry 4.0. This is based on interactive loops between the real and the virtual world passing through the digital twin of the learning factory. The pedagogical modules developed within this learning factory address the evolution of professional competencies and skills in according to the transition to industry 4.0. This transformation supposes the development of the ability for professionals to work within a digital environment. In this paper we propose an architecture model of FleXtory favoring the return on experience/information loop within the digital transformation of the learning factory. The originality of our work is to consider this architecture from the point of view of the pedagogical specifications of the proposed learning models and the future perspective of their use. ","In this paper , the authors propose an architecture model of FleXtory favoring the return on experience/information loop within the digital transformation of the learning factory, based on interactive loops between the real and the virtual world passing through the digital twin of the Learning Factory."
"Towards a Modular, Decentralized and Digital Industry 4.0 Learning Factory","https://scispace.com/paper/towards-a-modular-decentralized-and-digital-industry-4-0-r715anwsxp","2018","Proceedings Article","International Conference Enterprise Systems","Sebastian Lang
Tobias Reggelin
Motasem Jobran
Wladimir Hofmann","10.1109/ES.2018.00026","","The paper presents the concept and the current state of development of a modular, decentralized and digital learning factory. In the future, the learning factory shall enable students to create and evaluate different factory layouts. For researchers, the factory shall represent an environment to develop and evaluate new concepts and technologies related to Industry 4.0. Beside the presentation of the factory modules and their setup, we present a control and communication strategy allowing the creation and operation of any preferred factory layout. In addition, we briefly describe a discrete event simulation model and an emulation model for virtual commissioning.","The paper presents the concept and the current state of development of a modular, decentralized and digital learning factory, and presents a control and communication strategy allowing the creation and operation of any preferred factory layout."
"Design and Implementation of Smart Micro-Grid and Its Digital Replica: First Steps","https://scispace.com/paper/design-and-implementation-of-smart-micro-grid-and-its-34w0b9c4va","2019","Proceedings Article","International Conference on Informatics in Control, Automation and Robotics","A. José Calderón Godoy
Isaías González Pérez","10.5220/0007923707150721","","It is evident the digital transformation that is spreading in more and more areas of science and technology in recent times, as demonstrated by scenarios such as Smart Grids, the Internet of Things, Cyber-Physical Systems or the Industry 4.0. This article outlines the first steps followed to develop a research project which aim is to bring this digitalization to the field of renewable energies and intelligent energy generation and distribution grids, the so-called Smart Grids (SG). The objective of this project is twofold. On the one hand, all the steps necessary to develop digital replicas of the devices that make up a Smart Micro-Grid will be covered. On the other hand, an automation and energy management system will be implemented over the micro-grid to optimize the operation of each of the systems that compose it, while guaranteeing the energy demand and maximizing the use of solar energy. Additionally, hydrogen is used as mid/long-term energy storage system (backup).","An automation and energy management system will be implemented over the micro-grid to optimize the operation of each of the systems that compose it, while guaranteeing the energy demand and maximizing the use of solar energy."
