"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Lightweight framework for interconnecting virtual and real things via Node-RED","https://scispace.com/paper/lightweight-framework-for-interconnecting-virtual-and-real-126z7suhzg","2020","","","Anna Lekova
Tanio K. Tanev
Snejanka Kostova
Vassilis G. Kaburlasos","","https://scispace.com/pdf/lightweight-framework-for-interconnecting-virtual-and-real-126z7suhzg.pdf","Key innovative technologies for I4.0 are Internet of Things (IoT), Cyber-Physical Systems (CPSs), self-organizing machines (M2M), cloud computing, big data and Mixed Reality (MR). Microsoft HoloLens2 (HL2) is the new MR revolution for Industry 4.0. The proposed study addresses the potential of Node-RED IoT platform and HoloLens2 for interconnecting virtual and real things from the current scene in the MR window. The augmented holograms on scenes interface the physical object and link behaviours to them seamlessly and regardless of their heterogeneous technologies. A lightweight framework for interconnecting virtual and real things in HoloLens 2 via Node-RED is proposed. The framework uses open-source tools and standard protocols like IoT protocols, Microsoft WebSocket, MRTK for Unity, HL2 APIs and Node-RED nodes used to interact with Python or ROS processes. More detailed experimental analysis will be performed in the future in order to prove that this framework is enough practicable and stable.","A lightweight framework for interconnecting virtual and real things in HoloLens 2 via Node-RED is proposed in this article, which uses open-source tools and standard protocols like IoT protocols, Microsoft WebSocket, MRTK for Unity, HL2 APIs and NodeRED nodes used to interact with Python or ROS processes."
"IOT‐Based Advanced Energy Management in Smart Factories","https://scispace.com/paper/iot-based-advanced-energy-management-in-smart-factories-3hqlnbhh06vf","2024","Journal Article","","M. Nalini
Dhanashree Varadharajan
Nikhila Natarajan
Yogabhuvaneswari Umasankar","10.1002/9781394173006.ch6","","Today's industrial conditions, rising energy prices, growing environmental awareness, and changes in customer behavior are encouraging green manufacturing enterprises. Recent years have seen a rise in modernization, which calls for an economical, efficient, and clever answer in areas like transportation, management, the state, and personal fulfillment. Because of substantial energy savings and an effective crisis of energy caused by this condition, energy management is a critical concern. As a result, sophisticated industrial layout must be capable of utilizing energy and productively overcoming challenges. When we refer to ""smart factories,"" we mean facilities that connect to the organization's assets supply chain network and address daily production execution using digital technology. Smart factories look for efficiency, transparency, and responsiveness in terms of improvement which ultimately strives to steer the production processes and businesses. People's demand over customization increases so manufacturing industries are emerging towards it and IoT plays a major role in achieving this goal. IoT makes smart factories realize multi-product, low-volume production with the same level of efficiency as mass production on a big scale, and leveraging cutting-edge technology produces products consistently using finely calibrated manufacturing techniques. IoT also helps to enhance shop floor monitoring, forecasting malfunctions, operational intelligence implementation, smart packaging, asset management, and standard regulation. ","This study explores IoT-based advanced energy management in smart factories, leveraging digital technology to optimize efficiency, transparency, and responsiveness, enabling multi-product, low-volume production with mass production efficiency and enhancing shop floor monitoring and operational intelligence."
"Towards the Development of a Cyber-Physical Systems Oriented Enterprise Architecture","https://scispace.com/paper/towards-the-development-of-a-cyber-physical-systems-oriented-4rvzaduyvf","2014","Journal Article","Applied Mechanics and Materials","Dragos Repta
Mihnea Alexandru Moisescu
Ioan Stefan Sacala
Aurelian Mihai Stanescu
Monika Benea","10.4028/WWW.SCIENTIFIC.NET/AMM.555.816","","In recent years there has been a significant amount of research into systems that can tightly integrate physical with virtual components. This research has been concentrated in two fields: Internet of Things and Cyber Physical Systems and has been mainly driven by the possible future applications that a large-scale integration of the physical and cyber world will enable. The authors propose a generic system architecture for Cyber Intelligent Enterprise by taking into account the considered roles of a cyber-physical system.","The authors propose a generic system architecture for Cyber Intelligent Enterprise by taking into account the considered roles of a cyber-physical system."
"Building an Industrial IoT Infrastructure with open Source Software for Smart Energy","https://scispace.com/paper/building-an-industrial-iot-infrastructure-with-open-source-4gke1xhw4w","2019","Proceedings Article","","Christos Alexakos
Andreas Komninos
Christos Anagnostopoulos
George Kalogeras
Alkiviadis Savvopoulos
Athanasios Kalogeras","10.1109/SA47457.2019.8938057","https://scispace.com/pdf/building-an-industrial-iot-infrastructure-with-open-source-4gke1xhw4w.pdf","Internet of Things is the cornerstone of most of the modern technological achievements and one of the biggest sources of data. The petabytes of data generated by telemetry sensors are already used for statistical analysis or the creation of prediction models used in various applications in the area of smart cities, smart building, smart health, smart energy, etc. On the other hand, the expansion of IoT forced the need of more standardized approaches such the ones used in industrial automation. The Industrial Internet of Things (IIoT), as part of Industry 4.0 concept, promotes the cyber physical systems (CPS) as sensors and actuators that will build the modern automation world in and out of the factories. This article studies the IIoT reference architectures and the existing open source IoT platforms for proposing an integrated architecture for installing IIoT infrastructure that can collect and analyze big volume of data, easy and with low cost. The approach is evaluated in a smart building scenario.","This article studies the IIoT reference architectures and the existing open source IoT platforms for proposing an integrated architecture for installingIIoT infrastructure that can collect and analyze big volume of data, easy and with low cost."
"The Role of Internet of Things (IoT) in Hybrid and Renewable Energy Systems","https://scispace.com/paper/the-role-of-internet-of-things-iot-in-hybrid-and-renewable-3qb4mipk0ayb","2025","Journal Article","","Sitaram Kumbhar
Sanjay Khot","10.1201/9781779643599-12","","The Internet of Things (IoT) is revolutionizing the hybrid and renewable energy industry by making it possible for automated, highly intelligent and efficient electrical power generation, distribution, and consumption systems. Renewable energy systems like solar panels, wind turbines, and hydropower plants can be monitored in real time with the help of IoT devices like sensors and smart meters. Data about environmental factors (such as temperature, wind speed, and sunshine intensity), energy production levels, equipment performance metrics, and other factors are gathered by these devices. This information aids in maximizing energy production and locating inefficiencies or maintenance requirements. Systems with IoT capabilities can evaluate gathered data to forecast equipment breakdowns or maintenance needs. For instance, tracking wind turbine vibration to identify possible issues, evaluating solar panel photovoltaic (PV) cell 232performance in order to detect deteriorating panels. IoT provides more intelligent integration of hybrid energy sources (such as solar, wind, and regular grid electricity) into a unified energy system. Key characteristics include dynamic load balancing based on real-time demand and energy availability, automated switching between renewable and nonrenewable sources to ensure energy supply reliability, as well as advanced battery energy storage management. IoT systems assist maximize renewable energy use and reduce reliance on fossil fuels, resulting in a lower carbon footprint. Efficient monitoring and control reduce energy waste, improving the overall sustainability of hybrid energy systems. ","The Internet of Things (IoT) enhances hybrid and renewable energy systems by enabling real-time monitoring, efficient energy production, and intelligent integration of diverse energy sources, ultimately reducing reliance on fossil fuels and minimizing energy waste."
"Design and Implementation of Node-Red Based Open-Source SCADA Architecture for a Hybrid Power System","https://scispace.com/paper/design-and-implementation-of-node-red-based-open-source-3v1oz5dh","2023","Journal Article","Energies","Sayed Arash Omidi
Mirza Jabbar Aziz Baig
M.T. Iqbal","10.3390/en16052092","https://scispace.com/pdf/design-and-implementation-of-node-red-based-open-source-3v1oz5dh.pdf","At present, hybrid renewable power systems (HRPS) are considered reliable combinations for power generation under various conditions. The challenge facing researchers and engineers today is designing and implementing a reliable, efficient, and applicable SCADA system for adequate monitoring and control of hybrid power systems. In order to analyze, observe, and control the essential parameters of an HRPS, a SCADA system is crucial. As part of this study, a low-cost, low-power, open-source SCADA (Supervisory, Control, and Data Acquisition) system for hybrid renewable energy systems is presented. The system utilizes two remote terminal units (RTUs), an Arduino Mega2560 and a Wio terminal, to communicate with all actuators and measure vital system characteristics such as voltage, current, and power. Using the Firmata protocol, a laptop serves as the main terminal unit (MTU) to communicate with the Arduino. In addition to being the system’s central component, Node-Red is utilized for processing, analyzing, storing, and displaying data. In contrast, a Wio terminal is used to display the values of all sensors in real-time on its LCD screen. As a whole, the proposed SCADA system is designed to keep the HRPS running smoothly and safely by displaying vital parameters, reporting any significant faults, and controlling the generator so that the batteries can be charged and discharged correctly. This article presents a complete description of all algorithms, experimental setups, testing, and results.","In this article , a low-cost, low-power, open-source SCADA (Supervisory, Control, and Data Acquisition) system for hybrid renewable energy systems is presented, which utilizes two remote terminal units (RTUs), an Arduino Mega2560 and a Wio terminal, to communicate with all actuators and measure vital system characteristics such as voltage, current, and power."
"Research on the Technical Architecture for Building CPS and Its Application on a Mobile Phone Factory","https://scispace.com/paper/research-on-the-technical-architecture-for-building-cps-and-2vcyh0efqv","2017","Proceedings Article","International Conference Enterprise Systems","Zhehan Chen
Xiaohua Zhang
Ketai He","10.1109/ES.2017.20","","Cyber-Physical System (CPS) is one of the key technologies for intelligent manufacturing and industrial 4.0. Both academia and industry are focusing on how to integrate the CPS, IoT, big data and other technologies into the traditional manufacturing process and product lifecycle. In this paper, on the basis of the practical demands of a mobile phone manufacturer, the research focuses on the implementation of the technical architecture of the smart factory based on the CPS concept. A technical architecture for implementing a cyber-physical system and smart factory is introduced, together with the data model of the manufacturing process and prototype model of the factory. The practice presented that how to realize real-time and effective transferring and sharing of product lifecycle data, and implement data-driven device self-adaptive and process intelligent management and control.","The research focuses on the implementation of the technical architecture of the smart factory based on the CPS concept, and how to realize real-time and effective transferring and sharing of product lifecycle data, and implement data-driven device self-adaptive and process intelligent management and control."
"IoT Platforms and Hardware Integrations for Industry 4.0 Applications","https://scispace.com/paper/iot-platforms-and-hardware-integrations-for-industry-4-0-12qtoo2wpn","2019","Proceedings Article","","N. Athula Kulatunga
Daniel J. B. S. Sampaio","10.1109/ICIIS47346.2019.9063256","","The concept of Industry 4.0 (I4.0) or the 4th Industrial Revolution, formulated in Germany, now spreading through the world, challenges the existing manufacturing industry to adopt new standards to increase productivity and save resources through the Internet of Thing (IoT) platforms. Adaptation of I4.0 has been sluggish due to lack of training and skill. Engineers and technicians need new skills, related hardware and software solutions to transform Industry 3.0 (I3.0) manufacturing facilities to I4.0 facility. Machines in I4.0 factory are cyber-physical systems with capabilities to make their own decisions based on data collected via cloud-based IoT platforms. These platforms consist of data subscribers and publishers and are analyzed through machine learning algorithms. This paper describes available technologies to implement I4.0 in a manufacturing facility, using Energy Management 4.0 as an example. The smart factory must reach a certain maturity related energy management. The technology presented in this paper helps to achieve some maturity level without spending high initial investments. These technologies are also applicable to realize economic savings in other aspects of I4.0.","The technology presented in this paper helps to achieve some maturity level without spending high initial investments in Energy Management 4.0 and is applicable to realize economic savings in other aspects of I4.0."
"Industry 4.0 & Smart Manufacturing","https://scispace.com/paper/industry-4-0-smart-manufacturing-jylpip75wurj","2025","Repository","","","10.5281/zenodo.15524081","","Industry 4.0 represents a paradigm shift in manufacturing, integrating advanced technologies like the Internet of Things (IoT), Artificial Intelligence (AI), and Cyber-Physical Systems (CPS) to create smart, connected, and autonomous factories. IoT plays a pivotal role in enabling real-time data collection, analytics, and automation, leading to enhanced efficiency, predictive maintenance, and optimized supply chains. This paper explores key aspects of IoT in industrial automation, including predictive maintenance, digital twin technology, realtime analytics for supply chain optimization, AI-driven IoT (AIoT), cybersecurity challenges in Industrial IoT (IIoT), IoT-driven energy management, and human-machine collaboration in smart manufacturing. Predictive maintenance everages IoT sensors and AI to foresee equipment failures, reducing downtime and maintenance costs.Digital twin technology creates virtual replicas of physical assets, enhancing process optimization and predictive decision-making. Real-time IoT analytics optimizes supply chain management by enabling datadriven decisions and minimizing disruptions. AIoT further enhances smart manufacturing by integrating AI capabilities with IoT devices for autonomous decision-making. However, with increased connectivity, cybersecurity remains a major concern, necessitating robust security measuresfor Industrial IoT. Additionally, IoT-driven energy management improves susta, while human-machine collaboration fosters efficiency and safety. This paper provides an in-depth analysis of these topics, outlining their benefits, challenges, and future implications in smart manufacturing. ",""
"A Knowledge Carrying Service-Component Architecture for Smart Cyber Physical Systems","https://scispace.com/paper/a-knowledge-carrying-service-component-architecture-for-4jl78vqx64","2017","Book Chapter","International Conference on Service Oriented Computing","Christopher Haubeck
Winfried Lamersdorf
Alexander Fay","10.1007/978-3-319-91764-1_22","","Cyber Physical Systems (CPSs) are both software and hardware intense systems which are integrated into the digital world. An increasingly relevant application area for CPSs are software-driven industrial Production Automation Systems. A major driver of these Cyber Physical Production Systems is the need to integrate intelligent and smart functionalities into the production process at runtime that can run in the cyber world and do not radically change the underlying control flow of the physical plant. To gather the necessary knowledge for smart functionalities both cyber and physical parts must be captured, kept and analyzed together in a suitable CPS architecture – also despite frequent evolutionary changes during their whole (usually relative long) life span. This paper addresses this problem by presenting a service-component architecture for smart service-oriented CPSs which can manage implicit knowledge by acquiring, handling and analyzing domain specific service-components with respect to the CPS context.","A service-component architecture for smart service-oriented CPSs which can manage implicit knowledge by acquiring, handling and analyzing domain specific service-components with respect to the CPS context is presented."
"Implementation and Experimental Application of Industrial IoT Architecture Using Automation and IoT Hardware/Software","https://scispace.com/paper/implementation-and-experimental-application-of-industrial-63s081c6tmef","2024","Journal Article","Sensors","David Calderón
Francisco Javier Folgado
Isaías González
Antonio José Calderón","10.3390/s24248074","","The paradigms of Industry 4.0 and Industrial Internet of Things (IIoT) require functional architectures to deploy and organize hardware and software taking advantage of modern digital technologies in industrial systems. In this sense, a lot of the literature proposes and describes this type of architecture with a conceptual angle, without providing experimental validation or with scarce details about the involved equipment under real operation. Aiming at overcoming these limitations, this paper presents the experimental application of an IIoT architecture divided into four functional layers, namely, Sensing, Network, Middleware and Application layers. Automation and IoT hardware and software are used to implement and apply the architecture. Special attention is put on the software Grafana, chosen in the top layer to deploy graphical user interfaces that are remotely accessible via web. A pilot microgrid integrating photovoltaic energy and hydrogen served as scenario to test and prove the suitability of the architecture in four application cases. ","This paper presents an experimental Industrial Internet of Things (IIoT) architecture with four functional layers, implemented using automation and IoT hardware/software, and validated through a pilot microgrid scenario with four application cases, leveraging Grafana for graphical user interfaces."
"Efficient and Human Centered Industry 5.0 Data Propagation on the Operational Technology Level. Case Study with OPC UA Interfacing, Node-RED and Ignition","https://scispace.com/paper/efficient-and-human-centered-industry-5-0-data-propagation-zpt9595zg0tn","2025","Journal Article","","Adrian Korodi
Vlad-Cristian Vesa
Raul-Andrei Dontu","10.1109/case58245.2025.11163767","","Industry 5.0 is focused on human centricity, sustainability and resilience, but in the meantime it is relying on Industry 4.0 main objective that refers to efficiency increase. The operational technology (OT) level usually lacks data structuring and context, these steps being attributed to the middleware interfacing with the information technology (IT), or higher SCADA levels. Higher the hierarchical level, lower the technological process related knowledge becomes, and therefore representations may not be optimal. Also, various supervisory control and data acquisition (SCADA) solutions development targeting the same controlled process lead to different perspectives, higher costs, larger development times, and a more difficult maintenance. Considering both legacy systems and technological progress, the current paper proposes a solution that assures efficient and human centered structured, contextualized, and graphically sustained data propagation on the OT level. The work approaches and builds upon industry adopted environments and protocols in order to assure a fast adoption and a large impact of the solution. A Node-RED and Ignition based case study is presented, representing the PLC to SCADA data integration levels. The structured and graphically depicted data transfer and representation using Open Platform Communication Unified Architecture (OPC UA) protocol is showing good results, without the need of additional developments on the SCADA levels.","This study proposes a human-centered data propagation solution on the operational technology level, leveraging OPC UA, Node-RED, and Ignition to efficiently integrate PLC to SCADA data, reducing costs and development times."
"Monitoring and Control System for Energy Harvesting IoT Applications","https://scispace.com/paper/monitoring-and-control-system-for-energy-harvesting-iot-tnpuap2i","2023","Book Chapter","","Carlos Gordon","10.1007/978-3-031-30592-4_23","","This work shows the design and implementation of a monitoring system for a hybrid energy harvesting device based on the Internet of Things (IoT), with the purpose of acquiring real-time data to be visualized in a metrics representation platform using Cloud computing. Which is formed by a server or several servers that involve software and hardware whose purpose is to monitor and control energy harvesting systems. For the project we used open-source tools selected on the basis of a technical study, the results of which were verified with the implementation of a dashboard. The monitored voltage signals are processed by a 16-bit ADC (Analog-to-Digital Converter), the values that are sent to the central ESP32 controller, which is responsible for reading the processed data and transmitting them via the MQTT (Message Queuing Telemetry Transport) protocol to the Red Hat Enterprise Linux server located in the Microsoft Azure cloud, and then displayed in Grafana. With the work done we can obtain a control of variables such as antenna voltage, panel and battery which is very promising to provide continuous control of all variables involved in energy storage. ","In this paper , the design and implementation of a monitoring system for a hybrid energy harvesting device based on the Internet of Things (IoT), with the purpose of acquiring real-time data to be visualized in a metrics representation platform using cloud computing."
"Distributed Smart Measurement Architecture for Industrial Automation","https://scispace.com/paper/distributed-smart-measurement-architecture-for-industrial-29mt4e44wy","2021","Posted Content","arXiv: Software Engineering","Paolo Azzoni
Gianfranco Caminale
Marco Carratu
Salvatore Dello Iacono
Giuseppe Fenza
Nicola Gallo
Consolatina Liguori
Elisa Londero
Antonio Pietrosanto
Nicolo Rebella","","https://arxiv.org/pdf/2107.14272.pdf","Cyber-Physical Systems (CPSs) employed for Industrial Automation often require the adoption of a hybrid data processing approach mediating between cloud, edge, and fog computing paradigms. Nowadays, it is possible to shift data pre-processing capabilities closer to data sensing to collect environmental measurements locally on the edge or deep edge. In line with the emerging computing paradigms, this work proposes a solution that includes both software and hardware components and which simplifies the deployment of smart measurement systems. The solution stresses also the adoption of standards and open data paradigms for simplifying the integration and ensuring the interoperability of all the systems involved. The distributed smart measurement solution has been adopted in an Industry Automation use case included in the project Cyber-Physical Systems for Europe (CPS4EU). The use case attains with monitoring of an industrial trimming machine operating in the production process of a big part of a civil aircraft, where the sensing and processing capabilities of the distributed smart measurement system allow to collect different parameters of work parts to satisfy the expected quality of the production process.","In this article, a distributed smart measurement solution has been adopted in an Industry Automation use case included in the project Cyber-Physical Systems for Europe (CPS4EU), where the use case attains with monitoring of an industrial trimming machine operating in the production process of a big part of a civil aircraft."
"Monitoring and Remote Control of Solar Tracker Using MQTT Technologies","https://scispace.com/paper/monitoring-and-remote-control-of-solar-tracker-using-mqtt-4g57r6ptju9e","2024","Journal Article","","Tomás Inglés Muñoz
Antonio Guerrero-González
Francisco Lloret Abrisqueta","10.20944/preprints202409.1635.v1","","This study presents the development and implementation of a remote monitoring system for a dual-axis solar tracker, integrating Industry 4.0 technologies such as IoT, SCADA, and MQTT. The system, which combines a Siemens S7-1200 PLC, an IoT gateway, and a SCADA platform based on Ignition, demonstrated significant increases in solar capture efficiency, with production gains of 25-30% compared to fixed systems, reaching up to 67.65% under ideal conditions. In addition to improving operational management through predictive monitoring and early fault detection, the study identified areas for improvement, such as the need for real-world testing and the integration of weather predictions. In conclusion, the research validates the feasibility and effectiveness of automated IoT and SCADA-based systems to optimize solar trackers, significantly contributing to improved energy efficiency in photovoltaic installations. ","This study develops a remote monitoring system for dual-axis solar trackers using IoT, SCADA, and MQTT technologies, achieving 25-30% increased solar capture efficiency and 67.65% under ideal conditions, with predictive monitoring and early fault detection capabilities."
"Cyber-physical manufacturing systems: An architecture for sensor integration, production line simulation and cloud services","https://scispace.com/paper/cyber-physical-manufacturing-systems-an-architecture-for-2o4oixdz4g","2020","Journal Article","","Mariorosario Prist
Andrea Monteriù
E. Pallotta
Paolo Cicconi
Alessandro Freddi
F. Giuggioloni
Eduard Caizer
Carlo Verdini
Sauro Longhi","10.21014/ACTA_IMEKO.V9I4.731","https://scispace.com/pdf/cyber-physical-manufacturing-systems-an-architecture-for-2o4oixdz4g.pdf","The pillars of Industry 4.0 require the integration of a modern smart factory, data storage in the Cloud, access to the Cloud for data analytics, and information sharing at the software level for simulation and hardware-in-the-loop (HIL) capabilities. The resulting cyber-physical system (CPS) is often termed the cyber-physical manufacturing system, and it has become crucial to cope with this increased system complexity and to attain the desired performances. However, since a great number of old production systems are based on monolithic architectures with limited external communication ports and reduced local computational capabilities, it is difficult to ensure such production lines are compliant with the Industry 4.0 pillars. A wireless sensor network is one solution for the smart connection of a production line to a CPS elaborating data through cloud computing. The scope of this research work lies in developing a modular software architecture based on the open service gateway initiative framework, which is able to seamlessly integrate both hardware and software wireless sensors, send data into the Cloud for further data analysis and enable both HIL and cloud computing capabilities. The CPS architecture was initially tested using HIL tools before it was deployed within a real manufacturing line for data collection and analysis over a period of two months.","The scope of this research work lies in developing a modular software architecture based on the open service gateway initiative framework, which is able to seamlessly integrate both hardware and software wireless sensors, send data into the Cloud for further data analysis and enable both HIL and cloud computing capabilities."
"MQTT enabled service broker for implementation arrowhead core systems for automation of control of utility' systems","https://scispace.com/paper/mqtt-enabled-service-broker-for-implementation-arrowhead-3za11fbjok","2017","Proceedings Article","","Anatolijs Zabasta
Kaspars Kondratjevs
Janis Peksa
Nadezda Kunicina","10.1109/AIEEE.2017.8270543","","Monitoring and control of utilities networks is a challenging process due to plenty of human work, incompatibility of systems that apply a plenty of appropriate technical solutions and protocols. Thus collaboration between automation devices such as sensors, actuators, controllers, and others transformed into IoT-type of devices and systems becomes important. This research is focused on the Arrowhead Framework core systems, namely Event handler and Historian systems, its implication and role in the framework. The Event Handler system supports the handling of events, and enriches service-oriented applications with the capabilities of interacting via the publish/subscribe paradigm. We implemented the Event Handler system as a MQTT enabled service broker, and deployed Data flow programming tool Node-RED for wiring together divergent hardware devices and nodes, and APIs for online services. For implementation of the Historian System Mongo and MySQL data bases were used.","This research is focused on the Arrowhead Framework core systems, namely Event handler and Historian systems, its implication and role in the framework, and implemented the Event Handler system as a MQTT enabled service broker."
"Automated Decision Support Framework for IoT: Towards a Cyber Physical Recommendation System","https://scispace.com/paper/automated-decision-support-framework-for-iot-towards-a-cyber-299bz20i","2023","Proceedings Article","International Conference on Enterprise Information Systems","Moncef Garouani
Mourad Bouneffa
Adeel Ahmad
Yasser Mohanna","10.5220/0011848900003467","",": Among the key factors of Industry 4.0 are the intensive use of Cyber Physical Systems(CPSs). These systems can be implemented at many application levels for various application domains. Each application requires a personalized CPS architecture concerning the Physical sensors as well as the management of Cyber systems. Furthermore, it requires also the maintenance of the communications among these different sub-systems. However, researchers and engineers may lack the essential knowledge to design and build an autonomous CPS. In this paper, we propose the concept of a novel Cyber Physical Recommendation System(CPRS) in order to address this open challenge. The proposed approach is subjected to assist the competencies of researchers and engineers to design and build more efficient CPS according to the given objective, domain, and input application scenarios. In this regard, CPRS recommend the components of the desired CPS, based on a novel architecture model of the components, connections, and tasks of the CPSs. The proposed system is eventually intended to aide the progress in leading factories towards the maturity of fourth industrial revolution.","The proposed CPRS recommend the components of the desired CPS, based on a novel architecture model of the components, connections, and tasks of the CPSs, to aide the progress in leading factories towards the maturity of fourth industrial revolution."
"Model-Driven Engineering of Monitoring Application for Sensors and Actuators Networks","https://scispace.com/paper/model-driven-engineering-of-monitoring-application-for-2q32x99b8s","2020","Proceedings Article","Software Engineering and Advanced Applications","Thibault Béziers la Fosse
Zheng Cheng
Jérôme Rocheteau
Jean-Marie Mottu","10.1109/SEAA51224.2020.00091","https://scispace.com/pdf/model-driven-engineering-of-monitoring-application-for-2q32x99b8s.pdf","Cyber-Physical Systems (CPSs) encompass both Information Infrastructures and networks of physical devices. Applications for monitoring them are usually implemented after the physical systems that they have to monitor: the CPS has to be running in order to monitor it. Monitoring applications define communications between the elements of those systems, and are compliant with their designs. Such applications can be complicated to develop, maintain and evolve, especially if the physical system changes. This paper brings an approach for engineering CPS monitoring applications, relying on model-driven techniques for generating a platform using the MQTT communication protocol for monitoring the CPS. First, it provides a meta-model for modeling sensors and actuators networks. Second, it introduces EMIT a monitoring platform for sensors and actuators networks. Third, it presents a transformation from models of sensors and actuators networks to automatically generate Emit monitoring configuration. We illustrate our approach on a case study and discuss its limitations and improvement points.","This paper brings an approach for engineering CPS monitoring applications, relying on model-driven techniques for generating a platform using the MQTT communication protocol for monitoring the CPS, and introduces EMIT a monitoring platform for sensors and actuators networks."
"Implementing and Enhancing Monitoring System on the Edge of a Smart Factory: A Case Study with FESTO’s Cyber-physical System","https://scispace.com/paper/implementing-and-enhancing-monitoring-system-on-the-edge-of-b46e8czvag","2023","Proceedings Article","","Omid Teimoori
Muhammad Ateeq
Aris Alexoulis-Chrysovergis","10.1109/dese60595.2023.10469253","","This research focuses on the integration of Industry 4.0 principles through the examination of FESTO’s Cyber-Physical System (CPS). Through the extraction and analysis of data from the CPS, previously unquantified variables were computed, thereby improving monitoring capabilities and establishing opportunities for further research avenues. The study focuses on automatically tracking parameters e.g., Resource ID Numbers and Part Numbers, coupled with proximity sensor data, enabling real-time pallet position tracking. The effectiveness of the methodology in monitoring the CPS is validated by the results obtained. This study underscores the current and prospective applications of the CPS in optimizing manufacturing processes within the framework of Industry 4.0.","The implementation and enhancement of a monitoring system on the edge of a smart factory using FESTO’s Cyber-Physical System (CPS) improves monitoring capabilities and enables real-time pallet position tracking."
"Streaming Machine Generated Data via the MQTT Sparkplug B Protocol for Smart Factory Operations","https://scispace.com/paper/streaming-machine-generated-data-via-the-mqtt-sparkplug-b-3d6yrtov","2022","Journal Article","Manufacturing letters","Pavel Koprov
Ashwin Ramachandran
Yuan-Shin Lee
Paul Cohen
Binil Starly","10.1016/j.mfglet.2022.07.016","","The implementation of smart manufacturing relies on back-and-forth industrial communications between the machine assets on the shop floor to the cloud-level information systems. The Purdue Model of Computer Integrated Manufacturing has been a standard for industrial control system architecture guidance. However, in IIoT, data flow is not hierarchical since intelligence is added to the machine asset level. This paper describes the implementation and test run of the MQTT Sparkplug-B protocol with conventional machining assets, with its data being streamed from the machine controllers to a shop floor network and further on to a cloud-based platform. The publish/subscribe pattern of communication between the machining asset, and the cloud level is established, further demonstrating the ease with which a unified namespace can be achieved between various information and Operational Technology networks seamlessly and with relative ease. ","In this article , the authors describe the implementation and test run of the MQTT Sparkplug-B protocol with conventional machining assets, with its data being streamed from the machine controllers to a shop floor network and further on to a cloud-based platform."
"Digital Twin Data Pipeline Using MQTT in SLADTA","https://scispace.com/paper/digital-twin-data-pipeline-using-mqtt-in-sladta-2qju7n8ibg","2020","Book Chapter","","Carlo Human
Anton Basson
Karel Kruger","10.1007/978-3-030-69373-2_7","","Digital twins, defined here as the virtual representations of real-world entities to facilitate their integration with digital systems, have become a popular concept in Industry 4.0. The Six-Layer Architecture for Digital Twins with Aggregation (SLADTA) is a framework for a digital twin suitable for complex systems with a large network of devices. An important part of this architecture is using an asynchronous, secure and vendor-neutral communication protocol suitable for a large network of devices. MQTT is here evaluated as a communication protocol for a digital twin data pipeline based of SLADTA. The evaluation includes a case study for a simulated heliostat field, using MQTT through Google Cloud Platform’s (GCP) IoT Core broker and the accompanying Cloud Pub/Sub service. For comparison, the case study also uses MQTT through the Eclipse Mosquitto broker. The case study demonstrates the potential of MQTT in SLADTA for complex systems’ digital twins.","The evaluation includes a case study for a simulated heliostat field, using MQTT through Google Cloud Platform’s (GCP) IoT Core broker and the accompanying Cloud Pub/Sub service, which demonstrates the potential of MqTT in SLADTA for complex systems’ digital twins."
"An IoT Control System for Wind Power Generators","https://scispace.com/paper/an-iot-control-system-for-wind-power-generators-2c7rsvkez8","2018","Book Chapter","International Conference Information Processing","Marouane Salhaoui
Mounir Arioua
Antonio Guerrero-González
María Socorro García-Cascales","10.1007/978-3-319-91479-4_39","","New technology deployment for facilitating the control and managing huge amount of data and its uncertainty is very important challenge in the industry field. Energy sector as important part of the industry knows nowadays a high transformation towards renewable energy, and one of important solution is the wind energy. The wind control system must guarantee safe and reliable operation, monitor components and variables, and check that these variables are in an admissible range and must perform the detection and prediction of faults. We propose in this paper a new Internet of Things solution to control and monitor a wind energy system. The IoT gateway is used as a bridge between the different devices in the wind turbine control system and Internet. We adopted OPC Unified Architecture, as a protocol of communication, and we implemented the new IoT tool Node-RED in the gateway, in order to facilitate the link between OPC UA client and IBM cloud. The obtained results are evaluated in real-time in the cloud platform which eventually provides a consistent analysis and interpretation, and making better decision.","A new Internet of Things solution to control and monitor a wind energy system is proposed and the new IoT tool Node-RED is implemented in the gateway, in order to facilitate the link between OPC UA client and IBM cloud."
