"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Cyber physics system: a review","https://scispace.com/paper/cyber-physics-system-a-review-17ibl2li38","2018","Journal Article","Library Hi Tech","Changbin Jiang
Ying Ma
Hong Chen
Yangyin Zheng
Shan Gao
Shengxue Cheng","10.1108/LHT-11-2017-0256","","Purpose




Cyber physical system (CPS) has attracted much attention from industry, government and academia due to its dramatic impact on society, economy and people’s daily lives. Scholars have conducted a number of studies on CPS. However, despite of the dynamic nature of this research area, a systematic and extensive review of recent research on CPS is unavailable. Accordingly, this paper conducts an intensive literature review on CPS and presents an overview of existing research on CPS. The purpose of this paper is to identify the challenges of studying CPS as well as the directions for future studies on CPS.




Design/methodology/approach




This paper examines existing literatures about CPS from 2006 to 2018 in Compendex, presenting its definition, architectures, characteristics and applications.




Findings




This study finds that CPS is closely integrated, diversified and large-scale network with complex multiple time scales. It requires dynamic reorganization/reconfiguration, mass computing, and closed, automated and control circuits. Currently, CPS has been applied in smart manufacturing, medical systems, smart city and smart libraries. The main challenges in designing CPS are to develop, to modify, to integrate abstractions and to set predictable timing of openness and physical interconnection of physical devices. Furthermore, security is a key issue in CPS.




Originality/value




This study adds knowledge to the existing literature of CPS by answering what the current level of development on CPS is and what the potential future research directions of CPS are.","This study finds that CPS is closely integrated, diversified and large-scale network with complex multiple time scales, and requires dynamic reorganization/reconfiguration, mass computing, and closed, automated and control circuits."
"Analysis of Machine Learning Algorithms in Smart Manufacturing","https://scispace.com/paper/analysis-of-machine-learning-algorithms-in-smart-y6splwgd8q","2020","Proceedings Article","International Conference on Computer Communications","Dulini Ratnayake
Pooja Lohit
Bhopendra Singh
Ved P Mishra","10.1109/ICRITO48877.2020.9198017","","Digital twins, block chains, Internet of things (IoT) and artificial intelligence (AI) may re-define our imagination and future vision of globalization. Digital twins will likely affect most of the worldwide enterprises as it duplicates the physical models for remote monitoring, viewing and controlling based on numerous algorithms and its digital format. It is the digitalized living model of the physical system that continuously adapts to operational variations based on real-time data from numerous IoT sensors and devices and provides future forecasts corresponding to the physical counterparts with the help of machine learning and IoT. We have investigated the related research that is progressing in this field. In the context of IoT Cyber Physical Systems (CPSs), the major research areas such as machine learning and big data are examined. Machine learning facilitates the development of new models and technology systems in the domain of intelligent smart manufacturing.","In the context of IoT Cyber Physical Systems (CPSs), the major research areas such as machine learning and big data are examined and machine learning facilitates the development of new models and technology systems in the domain of intelligent smart manufacturing."
"Cloud-Based M&S for Cyber-Physical Systems Engineering","https://scispace.com/paper/cloud-based-m-s-for-cyber-physical-systems-engineering-7h4u0b5dcx","2020","Book Chapter","","José Luis Risco Martín
Saurabh Mittal","10.1007/978-3-030-51909-4_1","","Cyber-Physical Systems (CPS) are complex systems that have two essential elements: the cyber element and the physical element. These are analogous to the early hardware/software (HW/SW) systems that predated the internet. CPS are fundamentally HW/SW systems with an additional capability of being remotely controlled, which introduces a significant amount of risk in CPS operations. Today, such CPS leverage cloud computing infrastructures to provide scale and wider usage, and as such many such systems are remotely deployed as well. The use of Modeling and Simulation (M&S) in HW/SW engineering is a standard practice but incorporating M&S in the cloud environment to support CPS engineering brings forth a new set of challenges for both the M&S technology and CPS engineering methodologies. This chapter will provide an overview of M&S Cloud computing technology and its impact on CPS engineering, along with various challenges. It will also provide a brief overview of the chapters that follow.","In this paper, the authors provide an overview of M&S cloud computing technology and its impact on CPS engineering, along with various challenges, and a brief overview of the chapters that follow."
"A Marketplace for Cyber-Physical Production Systems: Architecture and Key Enablers","https://scispace.com/paper/a-marketplace-for-cyber-physical-production-systems-f7zw0upqi8","2017","Proceedings Article","International Conference on Intelligent Systems","Susana Aguiar
Rui Pinto
Joao Reis
Gil Gonçalves","","","With the Industry 4.0, which can be referred to as the fourth industrial revolution, the concept of Smart Factories has emerged into the spotlight. This new trend in automation and manufacturing encompasses a wide range of technologies such as Cyber-Physical Systems (CPS), the Internet of Things (IoT), and Cloud computing. The conjunction of these technologies creates new opportunities at all levels, such as technological, economical, and societal. In this paper, an architecture that combines results from two European R&D projects is presented. The aim of the proposed architecture it to allow a step forward in utilizing all the advantages of the Industry 4.0 concept and the technological advances. The ultimate goal of the proposed architecture is to allow the existence of a flow of information from the physical equipment in the shop-floor up to an on-line Marketplace, and to allow a safe and reliable way of using all the information. Keywords–Smart factories; Intelligent Production systems; Industry 4.0; Cyber-physical systems; Marketplace.","The ultimate goal of the proposed architecture is to allow the existence of a flow of information from the physical equipment in the shop-floor up to an on-line Marketplace, and to allow a safe and reliable way of using all the information."
"A survey on run-time supporting platforms for cyber physical systems","https://scispace.com/paper/a-survey-on-run-time-supporting-platforms-for-cyber-physical-4tgn1u9khn","2017","Journal Article","Journal of Zhejiang University Science C","Yuan Sun
Gang Yang
Xing-she Zhou","10.1631/FITEE.1601579","","Cyber physical systems (CPSs) incorporate computation, communication, and physical processes. The deep coupling and continuous interaction between such processes lead to a significant increase in complexity in the design and implementation of CPSs. Consequently, whereas developing CPSs from scratch is inefficient, developing them with the aid of CPS run-time sup-porting platforms can be efficient. In recent years, much research has been actively conducted on CPS run-time supporting plat-forms. However, few surveys have been conducted on these platforms. In this paper, we analyze and evaluate existing CPS run-time supporting platforms by first classifying them into three categories from the viewpoint of software architecture: com-ponent-based platforms, service-based platforms, and agent-based platforms. Then, for each type, we detail its design philosophy, key technical problems, and corresponding solutions with specific use cases. Subsequently, we compare existing platforms from two aspects: construction approaches for CPS tasks and support for non-functional properties. Finally, we outline several im-portant future research issues.","This paper analyzes and evaluates existing CPS run-time supporting platforms by first classifying them into three categories from the viewpoint of software architecture: com-ponent-based platforms, service-based Platforms, and agent-basedplatforms."
"An Overview of Trends and Developments of Internet of Things Applied to Industrial Systems","https://scispace.com/paper/an-overview-of-trends-and-developments-of-internet-of-things-4kqwz0ixsj","2018","Proceedings Article","Conference of the Industrial Electronics Society","Thomas Strasser
Filip Andren
Pavel Vrba
Robert Suhada
Vaclav Moulis
Amro M. Farid
Sebastian Rohjans","10.1109/IECON.2018.8591431","","Advances in the domain of electronics and information and communication technology provide a tremendous set of new possibilities and services. The development of the Internet of Things concept where different sensors, actuators, and control devices are connected together and where functions are provided to the Internet, is on the way to be used also in various industrial domains. A new age of intelligence in such industrial systems is being formed. Hence, the aim of this work is to provide an overview about ongoing research and technology developments related to the digitalization of industrial systems applying the IoT approach. This review covers the domain of manufacturing, as an example for discrete systems, and the power and energy domain, as an example for continuous systems. Important domain standards and future research directions are identified and discussed also.","The aim of this work is to provide an overview about ongoing research and technology developments related to the digitalization of industrial systems applying the IoT approach, and covers the domain of manufacturing, as an example for discrete systems, and the power and energy domain, as a example for continuous systems."
"Microservice Patterns for the Life Cycle of Industrial Edge Software","https://scispace.com/paper/microservice-patterns-for-the-life-cycle-of-industrial-edge-1q9171i9r1","2018","Proceedings Article","European Conference on Pattern Languages of Programs","Fei Li
Joachim Fröhlich
Daniel Schall
Markus Lachenmayr
Christoph Stückjürgen
Sebastian Meixner
Frank Buschmann","10.1145/3282308.3282313","","The Industry 4.0 initiative is pushing traditional production systems and methodologies through fundamental changes. In traditional industries such as manufacturing, utilities, and infrastructure monitoring, customers are demanding more flexibility and greater efficiency. The software that oversees these systems addresses these demands by adopting novel architectural styles and patterns. Industrial edge systems are gaining momentum because they offer superior data security and better response time to field operations. Microservice style has been adopted from cloud services because it improves development efficiency. This paper presents architecture patterns that cover four phases in the life cycle of industrial software. In the deployment phase, DOWNSHIFTING moves microservices from the cloud to the edge. During runtime, MONITORING CONNECTORS oversee properties of microservices at the edge, such as performance and resource usage. When adaptation is needed, EDGE-TO-CLOUD LOAD BALANCING leverages cloud resources to fulfill performance expectations. When a new microservice version is deployed, TEST PROBE enables testing the microservice at the edge without interfering with ongoing operations.This paper is intended for architects, developers and practitioners who are involved in delivering software in industrial edge environments.","This paper presents architecture patterns that cover four phases in the life cycle of industrial software that are intended for architects, developers and practitioners who are involved in delivering software in industrial edge environments."
"The projection of cyber and physical systems digital twins in the stage of production technological preparation of the Industry 4.0 smart factories","https://scispace.com/paper/the-projection-of-cyber-and-physical-systems-digital-twins-28cpytawtv","2019","Journal Article","Microelectronics Systems Education","Danil Zakoldaev
A. V. Gurjanov
A. V. Shukalov
I. O. Zharinov","10.1088/1757-899X/537/3/032009","","The task is to create a cyber and physical system digital twin. Cyber and physical systems digital twins are components of the Industry 4.0 smart factories and is done with cloud services (resources) of digital production. The projection of cyber and physical systems digital twins is done in the stage of new type item technological production preparation (putting the item into production). If this is a wide cyber and physical system its digital twin is created in the digital factory and is part of cyber and physical system supply. The projection of digital twin must be done in connection with the physical part of this system projection. There is a scheme how to project the physical part of cyber and physical system. There is also a scheme how to project a virtual component of cyber and physical system (digital twin). The scheme base for the virtual component is the control program (information resource) and a set of clouds to automatize the project activity.","The task is to create a cyber and physical system digital twin and the scheme base for the virtual component is the control program (information resource) and a set of clouds to automatize the project activity."
"Virtual Prototyping for Modern Internet-of-Things Applications: A Survey","https://scispace.com/paper/virtual-prototyping-for-modern-internet-of-things-19xa7zvp","","Journal Article","IEEE Access","Md Rafiul Kabir
Sandip Ray","10.1109/ACCESS.2023.3262499","","Modern technological industries fused with the Internet-of-Things (IoT) have been advancing rapidly. The joint usage of several technologies has led to the reshaping of the modeling and simulation techniques into the virtualization of physical systems. Thus, the concept of virtual prototyping has emerged as a significant development in distributed IoT applications that includes early exploration, optimization, and security assessments. Several industries have been employing various types of prototyping e.g., virtual platforms, digital twins, and application-specific virtualization techniques, to achieve individual needs for development. In this survey, we clarify some of these concepts and the distinctions between them, provide a comprehensive overview of various prototyping technologies, and discuss how several virtualization technologies play a transformative role in the design and operation of intelligent cyber-physical systems.","Virtual prototyping has emerged as a significant development in distributed IoT applications that includes early exploration, optimization, and security assessments as discussed by the authors , and several virtualization technologies play a transformative role in the design and operation of intelligent cyber-physical systems."
"Patterns for the Industrial Internet / Industrie 4.0","https://scispace.com/paper/patterns-for-the-industrial-internet-industrie-4-0-4ublwo5y53","2017","Proceedings Article","European Conference on Pattern Languages of Programs","Diethelm Bienhaus","10.1145/3147704.3147723","","Internet technologies have conquered industry domains. Devices on the shop floor are getting connectivity to the Internet. Industrial application of such devices provide the basis for Cyber Physical Production Systems (CPPS) or the so called Industrial Internet of Things (IioT). Sensor data or control commands can be interchanged with remote servers or cloud systems which host applications for further data processing like business analytics, reporting, visualization or process control. This paper introduces four patterns dealing with challenges occurring when collecting data from shop floor machines and devices to enable Internet based data processing.","This paper introduces four patterns dealing with challenges occurring when collecting data from shop floor machines and devices to enable Internet based data processing."
"Cyber-Physical System Framework for Measurement and Analysis of Physical Activities","https://scispace.com/paper/cyber-physical-system-framework-for-measurement-and-analysis-3nt6s9my9d","2019","Journal Article","Electronics","Faisal Arafsha
Fedwa Laamarti
Abdulmotaleb El Saddik","10.3390/ELECTRONICS8020248","","Several recent studies in Cyber-Physical Systems (CPS) focus on monitoring human movement and capturing data for further processing and analysis. However, there is a lack of studies that address the configurability and modularity of these systems, which is important for designing customized systems with customized devices. We propose a solution to solve this through a modular framework that automatically recognizes and configures new devices and provides real-time data wirelessly. The proposed framework creates a Digital Twin of the physical device and mirrors its attributes and sensory information into the cyber world so they can be used in real-time and post-routine analysis. As a proof of concept, a configurable CPS model for physical activities monitoring is designed and implemented. The designed gait monitoring and analysis system delivers spatiotemporal data from multiple multi-sensory devices to a central data handling and backup cloud server over conventional IEEE802.11 Wi-Fi. An experiment involving a young athlete examined whether or not the CPS components would recognize each other over foreign networks and communicate accurate information.","A modular framework is proposed that automatically recognizes and configures new devices and provides real-time data wirelessly and creates a Digital Twin of the physical device and mirrors its attributes and sensory information into the cyber world so they can be used in real- time and post-routine analysis."
"Architecting Digital Twins","https://scispace.com/paper/architecting-digital-twins-3lupg5wo","","Journal Article","IEEE Access","Enxhi Ferko
Alessio Bucaioni
Moris Behnam","10.1109/ACCESS.2022.3172964","","In 2002, Grieves defined the concept of the digital twin as a virtual instance of physical assets capable of continuously mirroring them. Ever since then, driven by remarkable industrial attention, digital twins flourished and ripened in several sectors. The notable industrial adoption has been sided by a growing interest from the software engineering community in general and the software architecture community in particular as demonstrated by the growing number of published peer-reviewed publications and proposed software architectural solutions for digital twins. In this paper, we report on the planning, execution, and results of a systematic mapping study on architecting digital twins. The study captures crucial aspects of software architectures for digital twins as types of architectural solutions, quality attributes, and architectural patterns. It supports practitioners in creating digital twins tailored to their specific needs and researchers in identifying trends and open challenges. Starting from an initial set of potentially relevant 1630 peer-reviewed publications, we selected 140 primary studies. We analysed the set of primary studies using thorough data extraction, analysis, and synthesis process. To compensate for single method limitations and reduce possible threats to conclusion validity, we discussed the results of our study with experts in the software architecture community. Based on our results, the field of software architecture for digital twins is lively and an increasing number of architectural solutions are being proposed. Although there is a lack of widely accepted reference architectural solutions for digital twins, most of them are built using a combination of the layered and service-oriented patterns and address maintainability, performance efficiency, and compatibility quality attributes.","The planning, execution, and results of a systematic mapping study on architecting digital twins are reported on, which captures crucial aspects of software architectures for digital twins as types of architectural solutions, quality attributes, and architectural patterns."
"Osmotic Message-Oriented Middleware for the Internet of Things","https://scispace.com/paper/osmotic-message-oriented-middleware-for-the-internet-of-3rzape3zoy","2018","Journal Article","IEEE Cloud Computing","Thomas Rausch
Schahram Dustdar
Rajiv Ranjan","10.1109/MCC.2018.022171663","","Message-oriented middleware is a key technology in todays Internet of Things (IoT). Centralized message brokers facilitate decoupled device-to-device communication and can transparently scale to handle many millions of messages per second. However, Cloud-based solutions, such as AWS IoT or Azure IoT Hub, cannot satisfy the stringent QoS and privacy requirements of many modern IoT scenarios. Instead, distributed middleware needs to leverage the ever- increasing amount of resources at the edge of the network to provide reliable, ultra-low-latency, and privacy-aware message routing. But the heterogeneity and volatility inherent to Edge resources, and the unpredictability of mobile clients, make it extremely challenging to provide resilient coordination mechanisms and guaranteed message delivery. Applying Osmotic Computing principles to message-oriented middleware opens new opportunities for solving these challenges.","Applying Osmotic Computing principles to message-oriented middleware opens new opportunities for solving the heterogeneity and volatility inherent to Edge resources, and the unpredictability of mobile clients."
"An architecture for implementing private local automation clouds built by CPS","https://scispace.com/paper/an-architecture-for-implementing-private-local-automation-fytrk2t9zm","2017","Proceedings Article","Conference of the Industrial Electronics Society","Borja Ramis Ferrer
Jose L. Martinez Lastra","10.1109/IECON.2017.8216937","","The connectivity of industrial automation domain systems has been enhanced by the employment of information and communication technologies. This permits the implementation of systems that are aligned with the vision of the fourth industrial revolution, or Industry 4.0. In this scope, Cyber-Physical Systems (CPS), i.e., integration of cyber and physical systems, enables the control and monitoring of modern production lines. Previous research work has proposed the implementation of a Private Local Automation Cloud (PLAC) that is composed by a set of networked embedded devices that are connected to industrial equipment. Such devices implement the service oriented architecture paradigm within the encapsulation of a knowledge model that describe the industrial system and the web service operations to be physically executed at the factory shop floor level. Aspects of such approach as the collaborative behavior of devices, decentralization of system knowledge or the interface between industrial equipment and devices have been already proved. However, a common architecture for implementing similar solutions is still missing. This paper aims to present an architecture for implementing PLACs which are built by CPS. In order to provide a formal design, the architecture is shown and discussed through a set of different and concurrent views following the known “4+1” view model. In addition, the manuscript reviews relevant qualitative attributes of several CPS-based architectures, research works and solutions that have been published during the last years.","This paper aims to present an architecture for implementing PLACs which are built by CPS, and reviews relevant qualitative attributes of several CPS-based architectures, research works and solutions that have been published during the last years."
"Micro-Workflows: Kafka and Kepler Fusion to Support Digital Twins of Industrial Processes","https://scispace.com/paper/micro-workflows-kafka-and-kepler-fusion-to-support-digital-45rk8o7djn","2018","Proceedings Article","IEEE/ACM International Conference Utility and Cloud Computing","Gleb Radchenko
Ameer B. A. Alaasam
Andrei Tchernykh","10.1109/UCC-COMPANION.2018.00039","","In recent years, we observe an exponential growth of ""Smart Industry"" concept that relies on the use of software and hardware systems to analyze data from several types of smart sensors by various types of models: mathematical, computational, data, etc. A set of such virtual models, representing processes, systems and equipment is called ""Digital Twins"" (DTs). DTs use data gathered from the sensory systems on production lines to predict failures of machinery, optimize the quality of the products, and reduce the ecological footprint from facilities. They can be described as a sequence of jobs that perform required functionality linked together by a set of edges that represent data dependencies. To organize a flexible cloud computing support for the Digital Twin execution, we propose a concept of Micro-Workflows that combines the power of scientific workflows, the flexibility of containers technology, and robustness of the distributed streaming approach.","This work proposes a concept of Micro-Workflows that combines the power of scientific workflows, the flexibility of containers technology, and robustness of the distributed streaming approach for the Digital Twin execution."
"IoT Middleware: A Survey on Issues and Enabling Technologies","https://scispace.com/paper/iot-middleware-a-survey-on-issues-and-enabling-technologies-pqhcy6rtbr","2017","Journal Article","IEEE Internet of Things Journal","Anne H. H. Ngu
Mario Gutierrez
Vangelis Metsis
Surya Nepal
Quan Z. Sheng","10.1109/JIOT.2016.2615180","","The Internet of Things (IoT) provides the ability for humans and computers to learn and interact from billions of things that include sensors, actuators, services, and other Internet-connected objects. The realization of IoT systems will enable seamless integration of the cyber world with our physical world and will fundamentally change and empower human interaction with the world. A key technology in the realization of IoT systems is middleware, which is usually described as a software system designed to be the intermediary between IoT devices and applications. In this paper, we first motivate the need for an IoT middleware via an IoT application designed for real-time prediction of blood alcohol content using smartwatch sensor data. This is then followed by a survey on the capabilities of the existing IoT middleware. We further conduct a thorough analysis of the challenges and the enabling technologies in developing an IoT middleware that embraces the heterogeneity of IoT devices and also supports the essential ingredients of composition, adaptability, and security aspects of an IoT system.","A thorough analysis of the challenges and the enabling technologies in developing an IoT middleware that embraces the heterogeneity of IoT devices and also supports the essential ingredients of composition, adaptability, and security aspects of an IoT system is conducted."
"Digital Twins for Cyber-Physical Systems Security: State of the Art and Outlook","https://scispace.com/paper/digital-twins-for-cyber-physical-systems-security-state-of-3g1h36i65y","2019","Book Chapter","","Matthias Eckhart
Andreas Ekelhart","10.1007/978-3-030-25312-7_14","","Digital twins refer to virtual replicas of physical objects that, inter alia, enable to monitor, visualize, and predict states of cyber-physical systems (CPSs). These capabilities yield efficiency gains and quality improvements in manufacturing processes. In addition, the concept of digital twins can also be leveraged to advance the security of the smart factory. More precisely, this concept can be applied as early as in the design phase by providing engineers the means to spot security flaws in the specification of the CPS. Security testing or intrusion detection are other security-enhancing technical use cases of digital twins that can be realized in systems engineering or during plant operation. In this chapter, we will discuss how digital twins can accompany their physical counterparts throughout the entire lifecycle and thereby strengthen the security of CPSs. The findings of this chapter indicate that the concept of digital twins will open up new paths to secure CPSs. However, efficiently creating, maintaining, and running digital twins still represents a major research challenge, as the overhead costs hinder the adoption of this concept. We believe that these insights are valuable to shape future research in this emerging research area at the intersection of digital twins and information security.","This chapter will discuss how digital twins can accompany their physical counterparts throughout the entire lifecycle and thereby strengthen the security of CPSs."
"A new intelligent and data-driven product quality control system of industrial valve manufacturing process in CPS","https://scispace.com/paper/a-new-intelligent-and-data-driven-product-quality-control-3v0fsmneco","2021","Journal Article","Computer Communications","Jihong Pang
Nan Zhang
Quan Xiao
Faqun Qi
Xiaobo Xue","10.1016/J.COMCOM.2021.04.022","","","An intelligent and data-driven framework model of product quality based on the advanced technology of digital twin (DT) and simulation methods for CPS is proposed and shows that the new quality control system has good accuracy and practicability by the practical example."
"Contribution to the formalisation of data-driven invariant modelling constructs of Cyber-Physical Systems","https://scispace.com/paper/contribution-to-the-formalisation-of-data-driven-invariant-1uwmgi2s3w","2020","Dissertation","","Concetta Semeraro","","","The digital transformation of collaborative networked manufacturing enterprises requires the building and the applying digital models representing the set of resources and processes knowledge. Modelling such digital copy of the physical system to perform real-time validation and optimization is quite complex and thus needs a big amount of data and some modelling patterns representing the operational semantics of the modelled elements. Generally, the modelling action has a specific application type. For this reason, the core challenge of the digital transformation modelling is to create an invariant approach, namely a decomposable and re-composable model, towards different applications. This PhD thesis aims at identifying and formalising modelling constructs contributing at building informational and functional models for improving the sustainability of manufacturing processes and products based on networked components. The constructs will then allow representing knowledge and its deep relationship with the manufacturing processes. They make the shared knowledge more readily reusable and are at the basis of standardization efforts.","This PhD thesis aims at identifying and formalising modelling constructs contributing at building informational and functional models for improving the sustainability of manufacturing processes and products based on networked components."
"Cyber-physical modeling and simulation: A reference architecture for designing demonstrators for industrial cyber-physical systems","https://scispace.com/paper/cyber-physical-modeling-and-simulation-a-reference-4m0b3botvo","2019","Journal Article","Procedia CIRP","Sascha Julian Oks
Max Jalowski
Albrecht Fritzsche
Kathrin M. Möslein
Kathrin M. Möslein","10.1016/J.PROCIR.2019.04.239","","","The concept of “cyber-physical modeling and simulation (CPMS)” is proposed which enables to constitute cyber-physical systems (CPS) with scalable complexity, modularity and variability in size."
"Industrial Cyber Physical Systems Supported by Distributed Advanced Data Analytics","https://scispace.com/paper/industrial-cyber-physical-systems-supported-by-distributed-ek5qcbo9zn","2016","Book Chapter","","Jonas Queiroz
Paulo Leitão
Eugénio Oliveira","10.1007/978-3-319-51100-9_5","","The industry digitization is transforming its business models, organizational structures and operations, mainly promoted by the advances and the mass utilization of smart methods, devices and products, being leveraged by initiatives like Industrie 4.0. In this context, the data is a valuable asset that can support the smart factory features through the use of Big Data and advanced analytics approaches. In order to address such requirements and related challenges, Cyber Physical Systems (CPS) promote the development of more intelligent, adaptable and responsiveness supervisory and control systems capable to overcome the inherent complexity and dynamics of industrial environments. In this context, this work presents an agent-based industrial CPS, where agents are endowed with data analysis capabilities for distributed, collaborative and adaptive process supervision and control. Additionally, to address the different industrial levels’ requirements, this work combines two main data analysis scopes: at operational level, applying distributed data stream analysis for rapid response monitoring and control, and at supervisory level, applying big data analysis for decision-making, planning and optimization. Some experiments have been performed in the context of an electric micro grid where agents were able to perform distributed data analysis to predict the renewable energy production.","This work presents an agent-based industrial CPS, where agents are endowed with data analysis capabilities for distributed, collaborative and adaptive process supervision and control and to address the different industrial levels’ requirements."
"Service-oriented platform for smart operation of dyeing and finishing industry","https://scispace.com/paper/service-oriented-platform-for-smart-operation-of-dyeing-and-2hk4t8ijwi","2019","Journal Article","International Journal of Computer Integrated Manufacturing","Kyu Tae Park
Sung Ju Im
Yong-Shin Kang
Sang Do Noh
Yong Tae Kang
Suk Gon Yang","10.1080/0951192X.2019.1572225","","Ensuring sustainability is a primary concern of the manufacturing industry. Not only does the enhancement of process and systematic efficiency secure sustainability through increased energy efficiency but it also improves the efficiency in terms of overall productivity. Dyeing and finishing industries consume massive amounts of energy and have large energy-related expenditures. The industry comprises small- and medium-sized enterprises, which have insufficient capital to pay for the energy-efficient equipment. This study proposes a service-oriented platform that can achieve process and systematic efficiency enhancement based on the industrial Internet of Things (IIoT). The platform reflects the requirements of dyeing and finishing shops in the industry and secures effective interoperability and services using a service-oriented architectural design. A smart operation enabled by the service-oriented platform to improve the efficiency of traditional processes is developed. The system architecture, P...","Results suggest that it is possible to provide dyeing and finishing shops with services for reducing energy costs and improving productivity, and the proposed service-oriented platform serves as a suitable solution for small- and medium-sized enterprises by reducing costs."
"Architecting the Internet of Things: State of the Art","https://scispace.com/paper/architecting-the-internet-of-things-state-of-the-art-3yeko5c74y","2016","Book Chapter","","Mohammed Riyadh Abdmeziem
Djamel Tandjaoui
Imed Romdhani","10.1007/978-3-319-22168-7_3","","Internet of things (IoT) constitutes one of the most important technological development in the last decade. It has the potential to deeply affect our life style. However, its success relies greatly on a well-defined architecture that will provide scalable, dynamic, and secure basement to its deployment. In fact, several challenges stand between the conceptual idea of IoT, and the full deployment of its applications into our daily life. IoT deployment is closely related to the establishment of a standard architecture. This architecture should support future extensions, and covers IoT characteristics such as distributivity, interoperability, and scalability. A well defined, scalable, backward compatible, and secure architecture is required to bring the IoT concept closer to reality. In the literature, several architectures have been proposed. Nevertheless, each architecture brings a share of drawbacks, and fails covering all IoT characteristics. In this chapter, we review the main proposed architectures for the Internet of Things, highlighting their adequacy with respect to IoT requirements. Firstly, we present IoT building blocks. Then, we introduce the high level architecture of IoT before diving into the details of each proposed architecture. In addition, we introduce a classification of the reviewed architectures based on their technical aspects, and their ability to match IoT characteristics. Finally, based on the main shortcomings of the proposed architectures, we conclude with some design ideas for shaping the future IoT.","This chapter reviews the main proposed architectures for the Internet of Things, highlighting their adequacy with respect to IoT requirements, and introduces the high level architecture of IoT before diving into the details of each proposed architecture."
"Exploring Virtual Reality as an Integrated Development Environment for Cyber-Physical Systems","https://scispace.com/paper/exploring-virtual-reality-as-an-integrated-development-bry0fiz76n","2019","Proceedings Article","Software Engineering and Advanced Applications","Tommi Mikkonen
Kai-Kristian Kemell
Petri Kettunen
Pekka Abrahamsson","10.1109/SEAA.2019.00027","","Cyber Physical Systems (CPS) development approaches tend to start from the physical (hardware) perspective, and the software is the final element in the process. However, this approach is unfit for the more software-intensive world that is increasingly iterative, connected, and constantly online. Many constraints prevent the application of iterative, incremental, and agile development methodologies, which now are the norm for many other fields of software. Time-consuming system validation can only start when both hardware and software components are ready, which implies that the software delivery and quality is almost always the final bottleneck in the CPS development and integration. Also organizational issues raise concerns - CPS development teams are nowadays often geographically distributed, which can result in delays in the process, shortcomings, and even mistakes. In this paper, we propose using our envisioned open-source Virtual Reality-based Integrated software Development Environment (VRIDE) for developing the next generation, increasingly software-intensive CPSs in efficient ways.","This paper proposes using the envisioned open-source Virtual Reality-based Integrated software Development Environment (VRIDE) for developing the next generation, increasingly software-intensive CPSs in efficient ways."
"Towards Security-Aware Virtual Environments for Digital Twins","https://scispace.com/paper/towards-security-aware-virtual-environments-for-digital-34xsnioj7a","2018","Proceedings Article","","Matthias Eckhart
Andreas Ekelhart","10.1145/3198458.3198464","","Digital twins open up new possibilities in terms of monitoring, simulating, optimizing and predicting the state of cyber-physical systems (CPSs). Furthermore, we argue that a fully functional, virtual replica of a CPS can also play an important role in securing the system. In this work, we present a framework that allows users to create and execute digital twins, closely matching their physical counterparts. We focus on a novel approach to automatically generate the virtual environment from specification, taking advantage of engineering data exchange formats. From a security perspective, an identical (in terms of the system's specification), simulated environment can be freely explored and tested by security professionals, without risking negative impacts on live systems. Going a step further, security modules on top of the framework support security analysts in monitoring the current state of CPSs. We demonstrate the viability of the framework in a proof of concept, including the automated generation of digital twins and the monitoring of security and safety rules.","This work presents a framework that allows users to create and execute digital twins, closely matching their physical counterparts, and focuses on a novel approach to automatically generate the virtual environment from specification, taking advantage of engineering data exchange formats."
"Towards a model@runtime middleware for cyber physical systems","https://scispace.com/paper/towards-a-model-runtime-middleware-for-cyber-physical-kwlbv3lf85","2014","Proceedings Article","Next Generation Internet","Francisco Javier Acosta Padilla
Frédéric Weis
Johann Bourcier","10.1145/2676733.2676741","","Cyber Physical Systems (CPS) or Internet of Things systems are typically formed by a myriad of many small interconnected devices. This underlying hardware infrastructure raises new challenges in the way we administrate the software layer of these systems. Indeed, the limited computing power and battery life of each node combined with the very distributed nature of these systems, greatly adds complexity to distributed software layer management. In this paper we propose a new middleware dedicated to CPS to enable the management of software deployment and the dynamic reconfiguration of these systems. Our middleware is inspired from the Component Based Systems and the model@runtime paradigm which has been adapted to the context of Cyber Physical Systems. We have conducted an initial evaluation on a typical Cyber Physical Systems hardware infrastructure which demonstrates the feasibility of providing a model@runtime middleware for these systems.","An initial evaluation on a typical Cyber Physical Systems hardware infrastructure is conducted which demonstrates the feasibility of providing a model@runtime middleware for these systems."
